4.2_meanYBP	4.2_dnds
1	0.4683771879093966
2	0.4683771879093966
3	0.4683771879093966
4	0.4683771879093966
5	0.4683771879093966
6	0.4683771879093966
7	0.4683771879093966
8	0.4683771879093966
9	0.4683771879093966
10	0.4683771879093966
11	0.4683771879093966
12	0.4683771879093966
13	0.4683771879093966
14	0.4683771879093966
15	0.4683771879093966
16	0.4683771879093966
17	0.4683771879093966
18	0.4683771879093966
19	0.4683771879093966
20	0.4683771879093966
21	0.4683771879093966
22	0.4683771879093966
23	0.4683771879093966
24	0.4683771879093966
25	0.4683771879093966
26	0.4683771879093966
27	0.4683771879093966
28	0.4683771879093966
29	0.4683771879093966
30	0.4683771879093966
31	0.4683771879093966
32	0.4683771879093966
33	0.4683771879093966
34	0.4683771879093966
36	0.31949138381492426
37	0.31949138381492426
38	0.31949138381492426
39	0.31949138381492426
40	0.31949138381492426
41	0.31949138381492426
42	0.31949138381492426
43	0.31949138381492426
44	0.31949138381492426
45	0.31949138381492426
46	0.31949138381492426
47	0.31949138381492426
48	0.31949138381492426
49	0.31949138381492426
50	0.31949138381492426
51	0.31949138381492426
52	0.31949138381492426
53	0.31949138381492426
54	0.31949138381492426
55	0.31949138381492426
56	0.31949138381492426
57	0.31949138381492426
58	0.31949138381492426
59	0.31949138381492426
60	0.31949138381492426
61	0.31949138381492426
62	0.31949138381492426
63	0.31949138381492426
64	0.31949138381492426
65	0.31949138381492426
66	0.31949138381492426
67	0.31949138381492426
68	0.31949138381492426
69	0.31949138381492426
70	0.31949138381492426
72	0.30991194784242043
73	0.30991194784242043
74	0.30991194784242043
75	0.30991194784242043
76	0.30991194784242043
77	0.30991194784242043
78	0.30991194784242043
79	0.30991194784242043
80	0.30991194784242043
81	0.30991194784242043
82	0.30991194784242043
83	0.30991194784242043
84	0.30991194784242043
85	0.30991194784242043
86	0.30991194784242043
87	0.30991194784242043
88	0.30991194784242043
89	0.30991194784242043
90	0.30991194784242043
91	0.30991194784242043
92	0.30991194784242043
93	0.30991194784242043
94	0.30991194784242043
95	0.30991194784242043
96	0.30991194784242043
97	0.30991194784242043
98	0.30991194784242043
99	0.30991194784242043
100	0.30991194784242043
101	0.30991194784242043
102	0.30991194784242043
103	0.30991194784242043
104	0.30991194784242043
105	0.30991194784242043
106	0.30991194784242043
108	0.22909073435906055
109	0.22909073435906055
110	0.22909073435906055
111	0.22909073435906055
112	0.22909073435906055
113	0.22909073435906055
114	0.22909073435906055
115	0.22909073435906055
116	0.22909073435906055
117	0.22909073435906055
118	0.22909073435906055
119	0.22909073435906055
120	0.22909073435906055
121	0.22909073435906055
122	0.22909073435906055
123	0.22909073435906055
124	0.22909073435906055
125	0.22909073435906055
126	0.22909073435906055
127	0.22909073435906055
128	0.22909073435906055
129	0.22909073435906055
130	0.22909073435906055
131	0.22909073435906055
132	0.22909073435906055
133	0.22909073435906055
134	0.22909073435906055
135	0.22909073435906055
136	0.22909073435906055
137	0.22909073435906055
138	0.22909073435906055
139	0.22909073435906055
140	0.22909073435906055
141	0.22909073435906055
143	0.36689100236885475
144	0.36689100236885475
145	0.36689100236885475
146	0.36689100236885475
147	0.36689100236885475
148	0.36689100236885475
149	0.36689100236885475
150	0.36689100236885475
151	0.36689100236885475
152	0.36689100236885475
153	0.36689100236885475
154	0.36689100236885475
155	0.36689100236885475
156	0.36689100236885475
157	0.36689100236885475
158	0.36689100236885475
159	0.36689100236885475
160	0.36689100236885475
161	0.36689100236885475
162	0.36689100236885475
163	0.36689100236885475
164	0.36689100236885475
165	0.36689100236885475
166	0.36689100236885475
167	0.36689100236885475
168	0.36689100236885475
169	0.36689100236885475
170	0.36689100236885475
171	0.36689100236885475
172	0.36689100236885475
173	0.36689100236885475
174	0.36689100236885475
175	0.36689100236885475
176	0.36689100236885475
177	0.36689100236885475
179	0.2755608416946838
180	0.2755608416946838
181	0.2755608416946838
182	0.2755608416946838
183	0.2755608416946838
184	0.2755608416946838
185	0.2755608416946838
186	0.2755608416946838
187	0.2755608416946838
188	0.2755608416946838
189	0.2755608416946838
190	0.2755608416946838
191	0.2755608416946838
192	0.2755608416946838
193	0.2755608416946838
194	0.2755608416946838
195	0.2755608416946838
196	0.2755608416946838
197	0.2755608416946838
198	0.2755608416946838
199	0.2755608416946838
200	0.2755608416946838
201	0.2755608416946838
202	0.2755608416946838
203	0.2755608416946838
204	0.2755608416946838
205	0.2755608416946838
206	0.2755608416946838
207	0.2755608416946838
208	0.2755608416946838
209	0.2755608416946838
210	0.2755608416946838
211	0.2755608416946838
212	0.2755608416946838
213	0.2755608416946838
215	0.18755351275377238
216	0.18755351275377238
217	0.18755351275377238
218	0.18755351275377238
219	0.18755351275377238
220	0.18755351275377238
221	0.18755351275377238
222	0.18755351275377238
223	0.18755351275377238
224	0.18755351275377238
225	0.18755351275377238
226	0.18755351275377238
227	0.18755351275377238
228	0.18755351275377238
229	0.18755351275377238
230	0.18755351275377238
231	0.18755351275377238
232	0.18755351275377238
233	0.18755351275377238
234	0.18755351275377238
235	0.18755351275377238
236	0.18755351275377238
237	0.18755351275377238
238	0.18755351275377238
239	0.18755351275377238
240	0.18755351275377238
241	0.18755351275377238
242	0.18755351275377238
243	0.18755351275377238
244	0.18755351275377238
245	0.18755351275377238
246	0.18755351275377238
247	0.18755351275377238
248	0.18755351275377238
249	0.18755351275377238
251	0.36140213939439586
252	0.36140213939439586
253	0.36140213939439586
254	0.36140213939439586
255	0.36140213939439586
256	0.36140213939439586
257	0.36140213939439586
258	0.36140213939439586
259	0.36140213939439586
260	0.36140213939439586
261	0.36140213939439586
262	0.36140213939439586
263	0.36140213939439586
264	0.36140213939439586
265	0.36140213939439586
266	0.36140213939439586
267	0.36140213939439586
268	0.36140213939439586
269	0.36140213939439586
270	0.36140213939439586
271	0.36140213939439586
272	0.36140213939439586
273	0.36140213939439586
274	0.36140213939439586
275	0.36140213939439586
276	0.36140213939439586
277	0.36140213939439586
278	0.36140213939439586
279	0.36140213939439586
280	0.36140213939439586
281	0.36140213939439586
282	0.36140213939439586
283	0.36140213939439586
284	0.36140213939439586
286	1.2873225392696082
287	1.2873225392696082
288	1.2873225392696082
289	1.2873225392696082
290	1.2873225392696082
291	1.2873225392696082
292	1.2873225392696082
293	1.2873225392696082
294	1.2873225392696082
295	1.2873225392696082
296	1.2873225392696082
297	1.2873225392696082
298	1.2873225392696082
299	1.2873225392696082
300	1.2873225392696082
