4.2_YBP	4.2_nonoptimal	4.2_nonoptimalStd	4.2_optimal	4.2_optimalStd	4.2_normal	4.2_normalStd
74	6.250065102792791e-08	2.1885911165207266e-07	6.811869293131505e-08	2.1714857295431585e-07	2.814758488104607e-08	1.350420638175718e-07
75	6.349800184220336e-08	2.2045482909838855e-07	7.079539620660767e-08	2.192789790891134e-07	2.9322004611331062e-08	1.3627692950699374e-07
76	5.7575420658482685e-08	2.1139313244366267e-07	7.233442655892523e-08	2.2139836107163524e-07	2.5727810552660695e-08	1.2608270483758217e-07
77	6.61450822176981e-08	2.8667149522673064e-07	7.394980911053132e-08	2.2215195841744025e-07	2.5315064928821217e-08	1.2510902240447095e-07
78	6.359150124434653e-08	2.8451048436703394e-07	7.725482851211931e-08	2.264990446413554e-07	2.644646447871267e-08	1.2775714715810746e-07
79	5.940929754723721e-08	2.790072024390633e-07	7.012214201821723e-08	1.995117284520632e-07	2.705095509536896e-08	1.2914568650180504e-07
80	6.151850337731663e-08	2.836881955819722e-07	7.261168552182256e-08	2.025767820199543e-07	2.8011344033666088e-08	1.3131582729512326e-07
81	6.079898871793281e-08	2.8210186690683925e-07	7.176242604203516e-08	2.0153989306773217e-07	2.76837259747928e-08	1.3058037284211295e-07
82	6.079898871793281e-08	2.8210186690683925e-07	6.965234548582738e-08	2.0038801816833787e-07	2.7683725974792793e-08	1.3058037284211295e-07
83	5.404393692611658e-08	2.648047152554644e-07	7.218515804894836e-08	2.0355029152588463e-07	2.384396145509722e-08	1.1841231334265512e-07
84	5.4373473126885584e-08	2.6557708775924655e-07	7.262531145168586e-08	2.0409163002459078e-07	2.398935146396976e-08	1.18758094224003e-07
85	5.307886662386449e-08	2.625273162012978e-07	7.089613736950287e-08	2.0195107760633124e-07	2.3418176429113345e-08	1.1739277473886824e-07
86	5.4373473126885584e-08	2.6557708775924655e-07	7.262531145168586e-08	2.040916300245908e-07	2.398935146396976e-08	1.18758094224003e-07
87	3.943280134135336e-08	1.4230555358121082e-07	6.824933502811093e-08	1.924277048104344e-07	2.384396145509722e-08	1.1841231334265513e-07
88	4.1179824185590536e-08	1.4517616524491054e-07	7.127303974454622e-08	1.9609541718860508e-07	2.49003394942471e-08	1.2089820681092667e-07
89	4.57252008247497e-08	1.5396844737055198e-07	6.701561490866028e-08	1.8929998302350402e-07	2.5058940382745483e-08	1.2126623593896975e-07
90	4.601831108644681e-08	1.544174786016253e-07	6.74452021837158e-08	1.8982944502923505e-07	2.5219574615968212e-08	1.2163763758508473e-07
91	4.601831108644681e-08	1.544174786016253e-07	6.151820908292544e-08	1.7697293827903673e-07	2.070377034869936e-08	1.0872841191848097e-07
92	4.785904352990468e-08	1.571955861703896e-07	6.397893744624246e-08	1.8004100347535148e-07	2.1531921162647338e-08	1.1080122103393429e-07
93	4.754209622175962e-08	1.5672228709193664e-07	6.355523587375078e-08	1.795188683164061e-07	2.1389325658258938e-08	1.1044752854047066e-07
94	4.850578736138988e-08	1.5815500790022715e-07	6.484351768200249e-08	1.8109869642140163e-07	2.1822893070250678e-08	1.1151889943344579e-07
95	4.818024516433357e-08	1.576731388023345e-07	6.440832628816354e-08	1.80567592497351e-07	2.1676430700651674e-08	1.1115832629480477e-07
96	4.883575870398437e-08	1.586412576539287e-07	6.528463004718618e-08	1.8163437738526927e-07	2.1971348125150343e-08	1.1188299681097889e-07
97	4.740572583014345e-08	1.5824993561782234e-07	6.618510770300943e-08	1.827197246120447e-07	2.017077165711861e-08	1.1014236534950052e-07
98	4.4706914791558586e-08	1.5588540149942433e-07	6.528463004718618e-08	1.8163437738526927e-07	1.4735420227081844e-08	9.074757611016873e-08
99	4.3562863454153097e-08	1.559771217187908e-07	6.45692811109396e-08	1.8231776814874223e-07	1.5042408148479384e-08	9.166280481089113e-08
100	4.5788703192686465e-08	1.5959331048077577e-07	6.30691633478902e-08	1.7940768485446625e-07	8.844304312612775e-09	4.839127261221171e-08
101	4.646705435109663e-08	1.6067307636959429e-07	7.617946764405052e-08	2.2563587061320847e-07	8.975331043170001e-09	4.8736345110682756e-08
102	4.612538483380916e-08	1.6013049295403296e-07	7.561932449960897e-08	2.2489898654697307e-07	8.909335961970221e-09	4.856289088195748e-08
103	4.2846141443441693e-08	1.5911961650940675e-07	8.84481624804819e-08	2.5729352143108335e-07	4.790632822613901e-09	3.505580413246717e-08
104	3.637836667495869e-08	1.412345307288157e-07	9.305064717220612e-08	2.6070410923160933e-07	4.826925495512492e-09	3.518585143304503e-08
105	3.7515190633551154e-08	1.4327558854741726e-07	8.767405871260127e-08	2.5685830850310606e-07	4.977766917247257e-09	3.5720892584562336e-08
106	4.400143552375083e-08	1.6216333762078123e-07	9.561310851972416e-08	2.6790642977298923e-07	5.222575126292204e-09	3.657125728087975e-08
107	4.511071541090422e-08	1.640422382486924e-07	9.80235230202214e-08	2.708265177401667e-07	5.35423668409789e-09	3.70198502397155e-08
108	4.4734792782480014e-08	1.6340876338529675e-07	9.720666032838625e-08	2.69842884254692e-07	5.309618045063741e-09	3.6868491182903494e-08
109	4.6277371843944844e-08	1.6598738110464697e-07	1.0055861413281333e-07	2.738411632768435e-07	5.492708322479732e-09	3.748535579805186e-08
110	4.588183875126156e-08	1.653314032788084e-07	9.969913879834484e-08	2.728254756788125e-07	5.4457620975012725e-09	3.732824281942471e-08
111	4.173203301062371e-08	1.5935752086343844e-07	9.648528610200411e-08	2.7150762175432336e-07	5.540471003544773e-09	3.7644468168974463e-08
112	4.2098103475629184e-08	1.6000678159877853e-07	9.733164826079362e-08	2.7254475932420264e-07	5.589071626382885e-09	3.780562267184609e-08
113	4.2098103475629184e-08	1.6000678159877853e-07	9.733164826079362e-08	2.7254475932420264e-07	5.589071626382885e-09	3.780562267184609e-08
114	4.173203301062371e-08	1.5935752086343844e-07	9.648528610200411e-08	2.7150762175432336e-07	5.540471003544773e-09	3.7644468168974463e-08
115	4.284985532340828e-08	1.613292884433571e-07	9.906971340830782e-08	2.7465413946131656e-07	5.6888764768540075e-09	3.813423552808446e-08
116	4.284985532340828e-08	1.6132928844335707e-07	9.54997870618858e-08	2.7331689521114623e-07	5.688876476854009e-09	3.813423552808446e-08
117	4.4436887002053026e-08	1.6407493618723896e-07	9.218784640696824e-08	2.7085450075956143e-07	5.8995756056263786e-09	3.8817996868498e-08
118	4.789843127288807e-08	1.6757306458410014e-07	9.051170374502337e-08	2.6866338352042246e-07	5.79231059461499e-09	3.847156299066319e-08
119	4.924137794409054e-08	1.697112656006555e-07	8.5587787079434e-08	2.381758205867602e-07	5.954711826239709e-09	3.8994757958597236e-08
120	5.0179308952549404e-08	1.7118252487152125e-07	7.715423827579548e-08	2.206487707385915e-07	6.068134908644275e-09	3.935564156004621e-08
121	3.877326210697797e-08	1.3948201564079708e-07	7.243374526993466e-08	2.1451264671495901e-07	2.751741810735808e-09	1.946577546669476e-08
122	3.766545461820717e-08	1.3762665064895738e-07	6.461347119533293e-08	2.0530545609526898e-07	2.6731206161433563e-09	1.919115408681596e-08
123	3.5197617119831414e-08	1.3507657916461547e-07	4.869925974624072e-08	1.4997026827032226e-07	2.806776646950524e-09	1.9655540499236213e-08
124	3.5553148605890325e-08	1.3571050731483836e-07	4.9191171460849204e-08	1.5064549874333043e-07	2.8351279262126506e-09	1.975252692205828e-08
125	3.5553148605890325e-08	1.3571050731483836e-07	4.9191171460849204e-08	1.5064549874333043e-07	2.8351279262126506e-09	1.975252692205828e-08
126	3.591593583656267e-08	1.3635337917298178e-07	4.969312219004154e-08	1.513297554935057e-07	2.8640578030107388e-09	1.985096247360681e-08
127	3.591593583656267e-08	1.3635337917298178e-07	4.969312219004154e-08	1.513297554935057e-07	2.8640578030107388e-09	1.985096247360681e-08
128	3.5553148605890325e-08	1.3571050731483836e-07	4.9191171460849204e-08	1.5064549874333043e-07	2.8351279262126506e-09	1.975252692205828e-08
129	3.519761711983142e-08	1.3507657916461547e-07	4.869925974624071e-08	1.4997026827032226e-07	2.806776646950524e-09	1.9655540499236213e-08
130	3.628620321632105e-08	1.370054051239729e-07	4.512165101688982e-08	1.4521964868613093e-07	2.8935841721139424e-09	1.995088358074085e-08
131	3.66641844998244e-08	1.3766680246800154e-07	4.5591668214982424e-08	1.459006234999345e-07	2.923725673906796e-09	2.0052327964378875e-08
132	3.591593583656267e-08	1.3635337917298178e-07	4.466122600651339e-08	1.4454797895694307e-07	2.8640578030107388e-09	1.985096247360681e-08
133	2.9659556289799422e-08	1.2127035613400368e-07	4.5591668214982424e-08	1.459006234999345e-07	2.923725673906796e-09	2.0052327964378875e-08
134	2.9659556289799415e-08	1.2127035613400368e-07	4.018458678969998e-08	1.3763751050142852e-07	2.923725673906796e-09	2.0052327964378875e-08
135	3.029061067894408e-08	1.2247566490524808e-07	4.1039577997991467e-08	1.3896784319399812e-07	2.9859326031388554e-09	2.025994427653811e-08
136	3.029061067894408e-08	1.2247566490524808e-07	4.1039577997991467e-08	1.3896784319399812e-07	2.9859326031388554e-09	2.025994427653811e-08
137	3.029061067894408e-08	1.2247566490524808e-07	4.1039577997991467e-08	1.3896784319399812e-07	2.9859326031388554e-09	2.025994427653811e-08
138	3.029061067894408e-08	1.2247566490524808e-07	4.1039577997991467e-08	1.3896784319399812e-07	2.9859326031388554e-09	2.025994427653811e-08
139	2.997176214548152e-08	1.21868565154297e-07	4.060758244011788e-08	1.3829793519766537e-07	2.9545017336321308e-09	2.0155334699166354e-08
140	2.9353787668255094e-08	1.2068082428229275e-07	3.977031269908451e-08	1.3698635066693337e-07	2.8935841721139424e-09	1.995088358074085e-08
141	1.563485226407951e-08	7.022970060522958e-08	4.1480863782916105e-08	1.396474600596192e-07	3.018039405323144e-09	2.0366198671405664e-08
142	1.5978475390762578e-08	7.09585830736817e-08	4.239253111880437e-08	1.4103676010506911e-07	3.084369941703873e-09	2.0583817658167098e-08
143	1.5804796310428204e-08	7.059133022922824e-08	4.193174273707824e-08	1.403370187880773e-07	3.050844181467961e-09	2.0474141412718435e-08
144	1.5978475390762578e-08	7.09585830736817e-08	4.239253111880437e-08	1.4103676010506911e-07	3.084369941703873e-09	2.0583817658167098e-08
145	1.6337542253476343e-08	7.171055025119943e-08	4.334517226754156e-08	1.4246779402103815e-07	3.1536816257871057e-09	2.080855991550316e-08
146	3.109922085426879e-08	1.5645766843172454e-07	4.286355924234664e-08	1.4174693279127277e-07	3.118640718833916e-09	2.0695274273319548e-08
147	2.8636136311662692e-08	1.5650941529201234e-07	3.646596257660624e-08	1.2475640872596328e-07	3.2636937755238654e-09	2.115990636082513e-08
148	2.8636136311662692e-08	1.5650941529201234e-07	3.646596257660624e-08	1.2475640872596328e-07	3.2636937755238654e-09	2.115990636082513e-08
149	2.7670873289921252e-08	1.539357851363065e-07	3.5236772826833e-08	1.2281221250452496e-07	3.1536816257871057e-09	2.080855991550316e-08
150	2.8636136311662692e-08	1.5650941529201234e-07	3.646596257660624e-08	1.2475640872596328e-07	3.2636937755238654e-09	2.115990636082513e-08
151	2.830698531957462e-08	1.5563727175063235e-07	3.6046813581472834e-08	1.2409823566688964e-07	3.22618005396612e-09	2.104082240833614e-08
152	2.967117738316857e-08	1.5921637716263263e-07	3.7784009416724536e-08	1.267947967341546e-07	3.381658610783764e-09	2.1529657523235265e-08
153	2.8636136311662692e-08	1.5650941529201232e-07	3.646596257660624e-08	1.2475640872596328e-07	3.2636937755238654e-09	2.115990636082513e-08
154	3.117351547851888e-08	1.6305385167678617e-07	2.899638256652415e-08	9.221770364031407e-08	3.552881831582942e-09	2.2054194517910255e-08
155	3.040379904695051e-08	1.6110090817442504e-07	2.8280422503153183e-08	9.118319263925046e-08	3.4651563542599063e-09	2.178719602267885e-08
156	3.003302100979258e-08	1.601503420844234e-07	2.7935539301895216e-08	9.067863202360477e-08	3.4228983499396635e-09	2.1657279413558244e-08
157	3.040379904695051e-08	1.61100908174425e-07	2.4834399959576955e-08	8.680742315294003e-08	3.4651563542599063e-09	2.178719602267885e-08
158	3.117351547851888e-08	1.6305385167678617e-07	2.546311894589536e-08	8.780827094851802e-08	3.552881831582942e-09	2.2054194517910255e-08
159	3.283610297070655e-08	1.6718228208066185e-07	2.682115195634311e-08	8.991709534012456e-08	3.7423688626006985e-09	2.2618997146503773e-08
160	3.240404898424989e-08	1.661209008371718e-07	2.6468242062180702e-08	8.937584827148021e-08	3.6931271670401634e-09	2.247374153072621e-08
161	3.2404048984249895e-08	1.661209008371718e-07	1.963824447235025e-08	6.89756156064897e-08	3.6931271670401634e-09	2.247374153072621e-08
162	3.327983409193232e-08	1.682642258580983e-07	2.0169007836467825e-08	6.982489042162918e-08	3.7929414147980055e-09	2.276710310705776e-08
163	3.468602426483087e-08	1.7164029873627546e-07	2.102121943519182e-08	7.115903656633559e-08	3.953206545000738e-09	2.3229488897504788e-08
164	3.468602426483087e-08	1.7164029873627546e-07	2.102121943519182e-08	7.115903656633559e-08	3.953206545000738e-09	2.3229488897504788e-08
165	3.373572223017797e-08	1.693674031336587e-07	2.0445295615049576e-08	7.026132946517065e-08	3.844899516370581e-09	2.2918153757030826e-08
166	3.4204273927819334e-08	1.7049251584034875e-07	5.0081985791395016e-08	2.548622738172943e-07	3.898300898542395e-09	2.307224786579728e-08
167	3.420427392781933e-08	1.7049251584034875e-07	5.008198579139502e-08	2.5486227381729424e-07	3.898300898542395e-09	2.307224786579728e-08
168	1.6200276905481097e-08	7.124920677156756e-08	4.8136337799166725e-08	2.5866201639945817e-07	4.067792241957281e-09	2.3553850825000795e-08
169	1.5743931077157687e-08	7.028965476050453e-08	4.678038462172541e-08	2.551172153966495e-07	1.342425313883733e-08	8.212050778251091e-08
170	1.6438516271738172e-08	7.174389752787506e-08	4.88442251197427e-08	2.6049064254675397e-07	1.401649960084486e-08	8.386296074498311e-08
171	1.668386726086859e-08	7.224899385612426e-08	4.9573243405111994e-08	2.62358536820103e-07	1.4225701087424635e-08	8.446887142262296e-08
172	1.668386726086859e-08	7.224899385612426e-08	4.9573243405111994e-08	2.62358536820103e-07	1.4225701087424635e-08	8.446887142262296e-08
173	1.6438516271738172e-08	7.174389752787506e-08	4.88442251197427e-08	2.6049064254675397e-07	1.401649960084486e-08	8.386296074498311e-08
174	1.7197217022741473e-08	7.329189423266239e-08	4.650066417202213e-08	2.644741377224989e-07	1.46634149670377e-08	8.572111770369465e-08
175	1.7465923538721806e-08	7.383049094210747e-08	6.571945552417591e-08	3.013338894833635e-07	1.4892530825897663e-08	8.636846718825218e-08
176	1.7197217022741473e-08	7.329189423266239e-08	6.470838697765014e-08	2.9911633519765724e-07	1.46634149670377e-08	8.572111770369465e-08
177	1.7743160420288822e-08	7.438108101888942e-08	6.676262148487712e-08	3.0360133701479166e-07	1.5128920204086517e-08	8.703068862628172e-08
178	1.7465923538721806e-08	7.383049094210747e-08	6.571945552417591e-08	3.013338894833635e-07	1.4892530825897663e-08	8.636846718825218e-08
179	1.7465923538721806e-08	7.383049094210747e-08	6.571945552417591e-08	3.013338894833635e-07	1.4892530825897663e-08	8.636846718825218e-08
180	1.4767054126869771e-08	7.067769225282717e-08	3.5468622990939593e-08	1.6193148400869673e-07	1.6154609709448313e-08	8.984033491203524e-08
181	7.87475587626188e-09	4.055085627415107e-08	4.103232855814581e-08	1.7351293356018476e-07	1.8688666134459815e-08	9.638470670226394e-08
182	7.723318263256844e-09	4.017361084161601e-08	4.0243245316643e-08	1.7192881564818717e-07	1.8329268708797125e-08	9.548793173581407e-08
183	3.0708406392470693e-09	2.082745454096496e-08	4.452444162692417e-08	1.8031508342962302e-07	2.027919091186065e-08	1.0024169004412762e-07
184	3.1375980444480926e-09	2.1047647540369024e-08	3.886135809457682e-08	1.7808152896190967e-07	2.0720042888205445e-08	1.0128033052643357e-07
185	3.1375980444480926e-09	2.1047647540369024e-08	3.886135809457682e-08	1.7808152896190967e-07	2.0720042888205445e-08	1.0128033052643357e-07
186	3.4364169058241016e-09	2.20038043796063e-08	3.654136746151139e-08	1.8311046715506143e-07	2.2693380306129773e-08	1.0578207775535979e-07
187	3.356500233595634e-09	2.1752607668078718e-08	3.5691568218220424e-08	1.810525320364502e-07	2.216562727575466e-08	1.0460075013377852e-07
188	3.798145001174007e-09	2.3103214097780736e-08	4.0387827194302064e-08	1.9210285813206858e-07	2.5082157180459224e-08	1.1094057432400752e-07
189	3.700756667810571e-09	2.2812996224632293e-08	3.935224188162765e-08	1.8973143363376257e-07	2.4439024945062832e-08	1.0958076317422218e-07
190	3.6082377511153067e-09	2.2533437533460627e-08	3.8368435834586956e-08	1.8744549497172328e-07	2.3828049321436264e-08	1.0826958679007143e-07
191	3.798145001174007e-09	2.3103214097780736e-08	4.0387827194302064e-08	1.9210285813206858e-07	2.5082157180459224e-08	1.1094057432400752e-07
192	3.6082377511153067e-09	2.2533437533460627e-08	3.8368435834586956e-08	1.8744549497172328e-07	2.382804932143626e-08	1.0826958679007141e-07
193	3.700756667810571e-09	2.2812996224632293e-08	3.935224188162765e-08	1.8973143363376257e-07	2.4439024945062832e-08	1.0958076317422218e-07
194	4.123700286988922e-09	2.4045098002192164e-08	4.384964095381367e-08	1.9978705325787274e-07	2.7232056367355727e-08	1.1534392089207266e-07
