Gene	KL_4.2cnONLYchina	MKL_4.2cnONLYchina
Rv0180c	1.1829847657018888e-09	0.9998282516751761
Rv0181c	4.9825344128340276e-08	1.0002471591847566
Rv0182c	3.922117630672517e-10	1.0035271916539916
Rv0183	0.0	1.0023003999095206
Rv0184	0.0	0.9999991061775567
Rv0185	1.817495803857483e-08	1.0000900147812044
Rv0186	2.543005829525047e-06	1.001313523444095
Rv0186A	0.0	1.0
Rv0187	6.787440831601543e-09	1.000033076990751
Rv0188	4.3496541368703845e-09	1.0000206403014678
Rv0189c	1.445015940237937e-09	1.000006896549417
Rv0190	0.0	1.0
Rv0191	5.1425118607895115e-09	1.0000258094389356
Rv0192	1.0815771500638505e-08	0.9997326243170807
Rv0193c	-9.483477000915563e-07	1.0023525145805825
Rv0194	9.589835592294094e-10	1.0000029340881906
Rv0195	-2.226649864489616e-09	0.9999889721120706
Rv0196	3.552703131681767e-10	1.0000045149447547
Rv0197	-8.562973729531187e-07	0.9993429250750052
Rv0198c	1.8470518448054918e-09	0.9995343073887004
Rv0199	8.856262112555413e-09	1.0000438622468706
Rv0200	-2.6476018599730367e-09	0.9999804956390752
Rv0201c	0.0	0.9999990936900264
Rv0202c	5.548587700410224e-10	0.9999980017805361
Rv0203	2.6266888664139287e-09	1.0000130091537542
Rv0204c	-1.1350938133869448e-08	0.9999444668910085
Rv0205	4.4722311453027075e-06	0.9997880584670582
Rv0206c	5.674289371704333e-10	1.0000025199366251
Rv0207c	3.4289232564432837e-10	1.0000016982365298
Rv0208c	3.7196434821140656e-10	1.0000018422210026
Rv0209	3.7071593121940083e-06	0.9994502802138209
Rv0210	-4.611160521972302e-06	0.9880635949257779
Rv0211	-6.930828688744839e-10	0.9999953592693285
Rv0212c	1.9860346700539822e-10	1.0000007339240427
Rv0213c	-2.502759333111726e-09	0.999986485560452
Rv0214	9.08769726137848e-10	1.0000044122921075
Rv0216	0.0	0.9999998460375505
Rv0217c	-2.1613626610683667e-08	1.0043213233824944
Rv0218	9.117374466516281e-09	0.9998421780844636
Rv0219	-1.390329518180522e-09	0.9999116637758384
Rv0220	-1.6437107230871106e-10	0.9999954745535987
Rv0221	2.7945579184063263e-10	1.000000998571929
Rv0222	-3.368817336202312e-09	0.9999814089546396
Rv0223c	5.6109743518106825e-09	1.0000275774218899
Rv0224c	1.6826847692996694e-09	1.000010098780795
Rv0225	-7.484816044733833e-09	0.9999629300889064
Rv0226c	2.392261166939136e-09	0.9981074902818129
Rv0227c	1.7584565470407654e-09	1.0000088380139465
Rv0228	1.1227995200258079e-09	1.0000045992244404
Rv0229c	-5.551115123125783e-17	0.9999987947792605
Rv0230c	-5.759702714769332e-10	0.9999971474026044
Rv0231	3.504985524038773e-09	1.0000171401180398
Rv0232	-0.0	0.9999936303202489
Rv0233	2.9040194138296727e-09	1.000021026867362
Rv0234c	3.762267164475475e-09	1.0000146846487283
Rv0235c	1.8692498012229386e-06	1.0092577002437815
Rv0236c	1.1963192103614517e-09	0.9999844146656636
Rv0236A	0.0	1.0
Rv0237	-8.640204401944018e-08	0.9994883028868747
Rv0238	9.413181345507837e-10	1.0000098559794954
Rv0239	3.543517479442926e-09	0.9999995412203928
Rv0240	-9.738305717377216e-10	0.9985799463498773
Rv0241c	3.3616015526760634e-09	1.0000166489423314
Rv0242c	7.541431923385744e-10	1.000148599538862
Rv0243	6.363996385427839e-09	1.0000315188481317
Rv0244c	1.452193365558685e-10	1.0000010002345412
Rv0245	7.539925350741328e-10	0.9999989600316339
Rv0246	0.0	1.000000350486287
Rv0247c	2.5118579438654365e-10	1.000001244043275
Rv0248c	9.544715018350303e-11	1.000002408127819
Rv0249c	4.702204126072473e-09	1.0000229331053792
Rv0250c	0.0	1.0
Rv0251c	6.1747233992548445e-09	1.0000295267129118
Rv0252	-9.24247511857601e-10	0.9998095496005712
Rv0253	8.989270050552278e-09	1.0000445209928446
Rv0254c	6.460775192618229e-09	1.0000319981627546
Rv0255c	3.608283671852064e-09	1.000020716490953
Rv0256c	-9.459393823796347e-10	0.9999939618327736
Rv0257	-2.753797626592336e-05	1.0029376872662152
Rv0258c	6.543333969100118e-08	0.9834935653601299
Rv0259c	6.647141725935057e-10	1.000017544987427
Rv0260c	2.7805344138265298e-09	1.0000030800294992
Rv0261c	1.0154950214058545e-09	1.0000007746129054
Rv0262c	2.510928132082313e-09	1.0000083918275657
Rv0263c	2.436643664616156e-10	0.9999996847104591
Rv0264c	-1.878458222304147e-09	0.9999937323396093
Rv0265c	7.288292747098524e-10	1.0000026398934938
Rv0266c	7.823407817686423e-07	0.9995976830994903
Rv0267	3.3067082405580095e-10	1.0000015326746388
Rv0268c	9.292794738713361e-07	1.0046024253998636
Rv0269c	-7.516963163034518e-10	0.9999962770874463
Rv0270	1.6404278980197695e-06	1.001015554173328
Rv0271c	2.2784818476395685e-10	0.9992748978003295
Rv0272c	2.3714145092057493e-09	1.000011932167584
Rv0273c	-2.6464970603878868e-08	0.9998689274256682
Rv0274	0.0	0.9999993355254957
Rv0275c	-8.834793974621391e-06	0.9882371855034185
Rv0276	5.7628362137851497e-08	1.000285117427641
Rv0277c	-6.758302922849069e-08	1.0033458582149197
Rv0278c	4.2414697709602933e-07	1.0010956894392482
Rv0279c	-1.6352595043345186e-06	0.9894371718566294
Rv0280	-1.8920527404264753e-06	1.002542337252304
Rv0281	4.395114272526257e-09	1.0000217676018162
Rv0282	2.9480128146963658e-06	0.9998954773699551
Rv0283	4.820644106118266e-09	1.0000124450649233
Rv0284	3.456566144421913e-10	1.0000009372923746
Rv0285	-1.9814190288514055e-09	0.9999901866623307
Rv0286	-1.280444914930623e-06	0.9759051502334382
Rv0287	7.913988075980427e-09	1.0000291398994106
Rv0288	8.907323600926276e-09	1.0000441151381672
Rv0289	-1.5770340588971976e-10	0.9999998169952862
Rv0290	2.0513205578609472e-09	1.0000101595376893
Rv0291	2.482887693777691e-06	1.0008866450331235
Rv0292	-3.183108332471818e-09	0.9999827391348411
Rv0293c	-1.1324574611393246e-10	0.9999986083825597
Rv0294	-7.725401984792768e-10	0.9999726680308236
Rv0295c	3.7323460988503143e-10	1.001040950276577
Rv0296c	-4.6290948851890334e-10	0.9999975822389563
Rv0297	4.921550139647124e-09	1.0000090606816476
Rv0298	1.1805334210190921e-08	1.0000584680621392
Rv0299	1.3186363667649914e-09	1.0000065307861394
Rv0300	0.0	1.0
Rv0301	1.0170955744293053e-09	1.0000050373505898
Rv0302	0.0	1.0
Rv0303	-5.912256240137026e-10	0.9999878180085491
Rv0304c	-8.611155501436762e-07	1.0000242732268563
Rv0305c	5.100150857195729e-09	1.0000256298161212
Rv0306	0.0	1.0
Rv0307c	0.0	0.9997580143051904
Rv0308	-3.1698080826814135e-09	0.9999839146789027
Rv0309	9.744384078469448e-06	1.0006341579342617
Rv0310c	2.822231337518133e-09	1.000021536066752
Rv0311	-1.1923589893214626e-10	0.9999995592012231
Rv0312	9.767493625578716e-07	0.9983584298747202
Rv0313	-4.686690091570966e-09	0.9999767883159747
Rv0314c	1.7333563473442837e-09	1.0000080341691475
Rv0315	-8.830562947537146e-10	1.0000269689383603
Rv0316	0.0	1.0
Rv0317c	3.973190720873987e-09	1.0000161616006864
Rv0318c	-1.6987264372936295e-09	1.0005998858640075
Rv0319	-8.177027388533986e-10	0.9999978255957315
Rv0320	-3.9548397889888065e-10	0.9999967994247436
Rv0321	7.210196828477677e-09	1.0000352024367674
Rv0322	2.536307830425244e-10	1.0000009969194568
Rv0323c	9.86781545364579e-10	1.0000063112557496
Rv0324	-9.717577853507464e-10	0.9999941496674299
Rv0325	9.029778315866599e-05	0.9999999999901215
Rv0326	0.0	1.0
Rv0327c	0.0	0.9999909099103883
Rv0328	0.0	1.0
Rv0329c	-3.164751238848851e-10	0.9999984325994606
Rv0330c	4.6521533847432295e-09	1.0000227613468922
Rv0331	-3.312439314340221e-06	0.9997678614019397
Rv0332	2.9273056201262193e-10	1.0059131773968297
Rv0333	1.089767842632483e-08	1.000053972731992
Rv0334	0.0	1.0
Rv0335c	7.016242642432502e-09	1.0000347492162014
Rv0336	-1.2007192561891422e-06	0.9814417906736077
Rv0337c	1.1019291035196943e-10	1.0000005457504053
Rv0338c	3.316574237466341e-10	1.0000030061361782
Rv0339c	-7.060822955207158e-07	1.0001575445825992
Rv0340	1.738465926770516e-09	1.000008610068298
Rv0341	5.327033258950564e-09	1.000015295152916
Rv0342	1.3688293165614596e-06	1.0009107553796368
Rv0343	4.1999548283655486e-10	1.000001698034633
Rv0344c	1.7742545765919715e-09	1.0000087873180876
Rv0345	1.2717600861300582e-09	0.9999850680999196
Rv0346c	-2.636186546833841e-09	0.9999925411573157
Rv0347	-6.316043243970171e-10	0.9999963034670662
Rv0348	0.0	0.9999977903868291
Rv0349	5.1388546196129425e-09	1.0000249496729592
Rv0350	1.354337197945199e-10	1.0000006131156878
Rv0351	-1.0124312499470989e-09	0.9999945568201615
Rv0352	3.349275584763056e-06	1.0001057005763965
Rv0353	3.0899415828622434e-05	1.0008595954333785
Rv0354c	0.0	0.999946798980238
Rv0355c	3.569518169932451e-08	1.0000436546596219
Rv0356c	-2.955881095445534e-10	1.0000287687064784
Rv0357c	2.544719990282829e-10	1.0000011224167036
Rv0358	8.73942934687122e-09	1.0000406687737906
Rv0359	-1.012422825624748e-05	1.000736292297905
Rv0360c	0.0	1.000007175865471
Rv0361	3.3002979238361263e-09	1.0000171521263868
Rv0362	9.331869721407315e-10	1.0000041510293074
Rv0363c	0.0	0.9999995793037291
Rv0364	-1.7848877931214702e-09	0.999985943806053
Rv0365c	-1.434262153487964e-10	0.9999985607597908
Rv0366c	-1.2502628377042413e-09	0.9999938078461835
Rv0367c	2.673198884473038e-09	1.0000148326347535
Rv0368c	-3.6337007346398664e-06	1.0005112011831747
Rv0369c	-7.481582020574251e-10	0.9999962946105998
Rv0370c	-3.6680436117375592e-06	1.0005972341367988
Rv0371c	0.0	1.0
Rv0372c	5.935417990432512e-09	0.9994804040599322
Rv0373c	-9.5914566844435e-09	0.999952415779179
Rv0374c	1.6544466852064232e-08	1.0276327632402233
Rv0375c	1.0477892442573022e-09	1.0000049873779266
Rv0376c	-3.6739152115550233e-06	0.9993314006080052
Rv0377	4.341852411271496e-06	0.9992945353939571
Rv0378	0.0	0.999992030359847
Rv0379	4.506352679900516e-09	1.0000223185302355
Rv0380c	2.4707517698452364e-09	0.9875324458418406
Rv0381c	1.1452515935594931e-08	1.0000418497283305
Rv0382c	0.0	1.0
Rv0383c	1.0837499786475746e-09	1.0000053674686347
Rv0384c	1.3129558551483456e-10	0.9997816638837553
Rv0385	5.1985699078827e-10	1.0000021161829917
Rv0386	2.5951146787051016e-10	1.000001198319719
Rv0389	4.443412568999605e-06	1.0072138094033003
Rv0390	1.0339640255097038e-09	1.000005120894658
Rv0391	2.443417135289394e-10	1.0000010655426794
Rv0392c	1.840960162091676e-09	1.0000091176896169
Rv0393	1.151537865062835e-09	1.000005703200456
Rv0394c	1.3830592338059944e-08	1.0000684985209096
Rv0395	-1.2791369075060288e-09	0.9639066362612816
Rv0396	1.0825539908942972e-09	1.000005361545288
Rv0397	8.61023180531717e-09	0.9996882085365492
Rv0397A	2.8289420805904797e-09	0.9999241639548964
Rv0398c	3.6604951847429845e-08	1.0001788509368124
Rv0399c	9.238664611110892e-09	1.00004560336949
Rv0400c	3.531621661778672e-10	1.0000017490997806
Rv0401	-4.694782784753215e-09	0.9999767482354416
Rv0402c	5.604613995124907e-10	0.9999994216743654
Rv0403c	1.0216741341828595e-09	1.0000050600267387
Rv0404	2.6245344786346436e-10	0.9986201205686199
Rv0405	1.8769369392046542e-10	0.9993157900035581
Rv0406c	2.6509916484229734e-10	0.9999987378435247
Rv0407	4.733918175958696e-06	1.0007914779575757
Rv0408	-7.074023127828788e-07	1.00008707271021
Rv0409	0.0	0.9999995539602404
Rv0410c	-2.2074275740635585e-10	0.9999986834686729
Rv0411c	-1.2568890372932628e-10	0.9999979887177392
Rv0412c	2.7830185282962105e-06	1.0006302590402862
Rv0413	-6.786900677180352e-06	0.9663842724183388
Rv0414c	1.7748685299245892e-09	0.9993189210536283
Rv0415	2.024589162985535e-09	1.0000102472637595
Rv0416	0.0	1.0
Rv0417	0.0	0.999999595343627
Rv0418	1.2309891439521436e-09	1.0000004950655597
Rv0419	-1.9290214079981105e-06	1.0001212806468787
Rv0420c	2.1052820764477786e-08	0.9618647034414545
Rv0421c	3.0353816127259847e-09	1.0000150332788202
Rv0422c	-1.4881545773448579e-08	0.9999254450986832
Rv0423c	3.5846963175600877e-09	1.0000163139353766
Rv0424c	0.0	0.9999968044676808
Rv0425c	1.215865741421851e-10	0.9998959768217787
Rv0426c	1.9967285047606254e-09	1.0000098891606297
Rv0427c	6.021481147033825e-09	1.0000283696449184
Rv0428c	1.1245741068532933e-05	0.9999822079204128
Rv0429c	5.132966829357599e-10	1.0000025421950636
Rv0430	4.775635165099601e-09	1.0000236522006591
Rv0431	1.7710905878265404e-05	1.0002008202461297
Rv0432	2.3517687797180997e-10	1.0000011647562086
Rv0433	3.426595673872157e-10	1.0000009922826123
Rv0434	1.2177230108101345e-05	0.9998167708951305
Rv0435c	9.946442003361256e-10	1.00000243229078
Rv0436c	5.634528954523432e-10	0.997625828632636
Rv0437c	4.294671840376907e-10	0.9979826263184948
Rv0438c	2.031338103614111e-06	1.000263872610066
Rv0439c	-3.5739571302428885e-09	0.9999824842633119
Rv0440	1.5038745249107421e-09	1.0000064709821954
Rv0441c	1.0488120372187382e-09	1.000005194432133
Rv0442c	2.8917991334864723e-09	1.0000131657895344
Rv0443	-8.692948028077296e-10	0.9999921227596047
Rv0444c	-3.7961939147734824e-10	0.9999981198660051
Rv0445c	0.0	0.9999993000525471
Rv0446c	6.836313071190148e-09	1.000026748717406
Rv0447c	1.1116263465282827e-10	1.0000008826856093
Rv0448c	5.427453264594817e-09	1.0000222317750231
Rv0449c	1.497026302921256e-08	1.0000739988779421
Rv0450c	2.5460616948080883e-10	1.000232243395771
Rv0451c	-3.1030692276834415e-07	0.9984642782479487
Rv0452	-7.387244704837315e-10	0.9999963413328691
Rv0453	3.544707416480719e-09	1.0000177532297485
Rv0455c	1.6855350448707895e-09	1.0000040948166964
Rv0456c	5.6246651411462345e-06	1.0000040380812065
Rv0456A	-1.0969431979424016e-07	0.9994567189550216
Rv0456B	0.0	1.0
Rv0457c	-9.237849929455422e-10	0.9985301231518803
Rv0458	5.675787062564552e-09	1.0000280065126588
Rv0459	-7.715707517341741e-10	0.9999961786556947
Rv0460	0.0	1.0
Rv0461	7.897913434362636e-10	1.0000039115850956
Rv0462	2.302584275304387e-06	1.00000154363221
Rv0463	1.0121148447117534e-08	1.0000501268262116
Rv0464c	0.0	1.0
Rv0465c	2.2198185583022223e-06	1.0002080090617727
Rv0466	5.632538324640279e-10	1.0000017485962147
Rv0467	1.2676436234038135e-08	1.000062915061508
Rv0468	3.0605353806834046e-09	1.0000021653598825
Rv0469	-6.12661532617409e-10	0.9999978293897562
Rv0470c	5.674664071975144e-10	1.000002810480463
Rv0470A	6.319340606353308e-10	1.0000046581249624
Rv0471c	-6.084426462660275e-09	0.9999705001901762
Rv0472c	-3.5800321041001837e-09	0.9999822692406843
Rv0473	3.5350672389355964e-10	1.0000016273455958
Rv0474	-2.499490800728088e-05	1.0018360544512164
Rv0475	-3.4804031878721275e-10	0.9999969325089763
Rv0476	0.0	1.0
Rv0477	2.4383060015509272e-09	1.000012076153396
Rv0478	0.0	1.000000332041009
Rv0479c	1.3707207591195925e-09	1.0000067887435538
Rv0480c	3.635483136754658e-09	1.0000180053906278
Rv0481c	-8.126963713106505e-09	0.9999171836009263
Rv0482	-1.46106404752544e-10	0.9999992763814899
Rv0483	3.993067543284212e-10	1.0000018528379817
Rv0484c	7.88440569404747e-06	1.0003210959163027
Rv0485	-4.31882263285388e-09	0.9999763538450512
Rv0486	2.2755558862219694e-06	1.0010257852857556
Rv0487	5.736448538407046e-10	1.0000028410803423
Rv0488	0.0	1.0
Rv0489	6.839111954537458e-08	1.0003383008246935
Rv0490	4.877432902006262e-10	1.0000024156372442
Rv0491	0.0	1.0
Rv0492c	2.4132668086096487e-09	1.00001191146848
Rv0492A	2.2965816304232334e-08	1.000113742377034
Rv0493c	2.869992086207418e-06	0.9994953123488641
Rv0494	0.0	1.0
Rv0495c	3.733288867546758e-06	0.9996525534127628
Rv0496	2.6894017013390226e-09	1.0000133197504613
Rv0497	-5.551115123125783e-17	0.9999986434545695
Rv0498	1.2833794582611802e-09	1.000007634650373
Rv0499	6.392855134151887e-10	1.0000031661776327
Rv0500	-3.7900695437631526e-06	1.0005005131179412
Rv0500A	0.0	1.0
Rv0501	4.834366296169179e-09	1.0000221989333926
Rv0502	3.315528185332539e-09	1.0000164207556104
Rv0503c	-1.8299564086277087e-09	0.9735591835682667
Rv0504c	0.0	1.0
Rv0505c	1.4923295932334213e-10	1.0000006157689874
Rv0506	-6.805013219590705e-10	0.9999966296935885
Rv0507	5.1969672887342e-07	1.0000745429865527
Rv0508	0.0	1.0
Rv0509	3.831338024617992e-10	1.0000026175049666
Rv0510	1.841956809300882e-09	1.0000088371690012
Rv0511	1.8322405426207666e-08	1.0000916166794123
Rv0512	6.666942553579247e-10	1.0000010411649942
Rv0513	5.946858006034006e-10	1.0000029452894534
Rv0514	1.2944720129137721e-08	1.0000545923484072
Rv0515	-1.0410701745122708e-08	0.9999603741093737
Rv0516c	7.882415831161893e-10	1.000003903909626
Rv0517	5.054501261980704e-10	1.0000012747752038
Rv0518	3.4911655788505414e-09	1.0000148540059255
Rv0519c	1.1509923014685342e-09	0.9920436921297439
Rv0522	1.281339534475734e-09	1.0000062387228306
Rv0523c	0.0	1.000000000000275
Rv0524	3.3051054670885094e-09	1.0000162365311922
Rv0525	-2.1792919691066004e-09	0.999989895941529
Rv0526	4.542301534904425e-10	1.000002249657347
Rv0527	0.0	0.9999993411618089
Rv0528	2.300753143558154e-09	1.0000095707648724
Rv0529	5.603411429300209e-09	1.0000280814842302
Rv0530	1.3466819215324222e-08	1.0000653668380195
Rv0530A	0.0	1.0
Rv0531	-2.6152101040288755e-09	0.9999870476969015
