4.2_meanYBP	4.2_dnds
1	0.8300213018652773
2	0.8300213018652773
3	0.8300213018652773
4	0.8300213018652773
5	0.8300213018652773
6	0.8300213018652773
7	0.8300213018652773
8	0.8300213018652773
9	0.8300213018652773
10	0.8300213018652773
11	0.8300213018652773
12	0.8300213018652773
13	0.8300213018652773
14	0.8300213018652773
15	0.8300213018652773
16	0.8300213018652773
17	0.8300213018652773
18	0.8300213018652773
19	0.8300213018652773
20	0.8300213018652773
21	0.8300213018652773
22	0.8300213018652773
23	0.8300213018652773
24	0.8300213018652773
25	0.8300213018652773
26	0.8300213018652773
27	0.8300213018652773
28	0.8300213018652773
29	0.8300213018652773
30	0.8300213018652773
31	0.8300213018652773
32	0.8300213018652773
33	0.8300213018652773
34	0.8300213018652773
36	0.8128824029089229
37	0.8128824029089229
38	0.8128824029089229
39	0.8128824029089229
40	0.8128824029089229
41	0.8128824029089229
42	0.8128824029089229
43	0.8128824029089229
44	0.8128824029089229
45	0.8128824029089229
46	0.8128824029089229
47	0.8128824029089229
48	0.8128824029089229
49	0.8128824029089229
50	0.8128824029089229
51	0.8128824029089229
52	0.8128824029089229
53	0.8128824029089229
54	0.8128824029089229
55	0.8128824029089229
56	0.8128824029089229
57	0.8128824029089229
58	0.8128824029089229
59	0.8128824029089229
60	0.8128824029089229
61	0.8128824029089229
62	0.8128824029089229
63	0.8128824029089229
64	0.8128824029089229
65	0.8128824029089229
66	0.8128824029089229
67	0.8128824029089229
68	0.8128824029089229
69	0.8128824029089229
70	0.8128824029089229
72	0.6708130371651194
73	0.6708130371651194
74	0.6708130371651194
75	0.6708130371651194
76	0.6708130371651194
77	0.6708130371651194
78	0.6708130371651194
79	0.6708130371651194
80	0.6708130371651194
81	0.6708130371651194
82	0.6708130371651194
83	0.6708130371651194
84	0.6708130371651194
85	0.6708130371651194
86	0.6708130371651194
87	0.6708130371651194
88	0.6708130371651194
89	0.6708130371651194
90	0.6708130371651194
91	0.6708130371651194
92	0.6708130371651194
93	0.6708130371651194
94	0.6708130371651194
95	0.6708130371651194
96	0.6708130371651194
97	0.6708130371651194
98	0.6708130371651194
99	0.6708130371651194
100	0.6708130371651194
101	0.6708130371651194
102	0.6708130371651194
103	0.6708130371651194
104	0.6708130371651194
105	0.6708130371651194
106	0.6708130371651194
108	0.654182772032793
109	0.654182772032793
110	0.654182772032793
111	0.654182772032793
112	0.654182772032793
113	0.654182772032793
114	0.654182772032793
115	0.654182772032793
116	0.654182772032793
117	0.654182772032793
118	0.654182772032793
119	0.654182772032793
120	0.654182772032793
121	0.654182772032793
122	0.654182772032793
123	0.654182772032793
124	0.654182772032793
125	0.654182772032793
126	0.654182772032793
127	0.654182772032793
128	0.654182772032793
129	0.654182772032793
130	0.654182772032793
131	0.654182772032793
132	0.654182772032793
133	0.654182772032793
134	0.654182772032793
135	0.654182772032793
136	0.654182772032793
137	0.654182772032793
138	0.654182772032793
139	0.654182772032793
140	0.654182772032793
141	0.654182772032793
143	0.5208236754715007
144	0.5208236754715007
145	0.5208236754715007
146	0.5208236754715007
147	0.5208236754715007
148	0.5208236754715007
149	0.5208236754715007
150	0.5208236754715007
151	0.5208236754715007
152	0.5208236754715007
153	0.5208236754715007
154	0.5208236754715007
155	0.5208236754715007
156	0.5208236754715007
157	0.5208236754715007
158	0.5208236754715007
159	0.5208236754715007
160	0.5208236754715007
161	0.5208236754715007
162	0.5208236754715007
163	0.5208236754715007
164	0.5208236754715007
165	0.5208236754715007
166	0.5208236754715007
167	0.5208236754715007
168	0.5208236754715007
169	0.5208236754715007
170	0.5208236754715007
171	0.5208236754715007
172	0.5208236754715007
173	0.5208236754715007
174	0.5208236754715007
175	0.5208236754715007
176	0.5208236754715007
177	0.5208236754715007
179	0.6373778502094146
180	0.6373778502094146
181	0.6373778502094146
182	0.6373778502094146
183	0.6373778502094146
184	0.6373778502094146
185	0.6373778502094146
186	0.6373778502094146
187	0.6373778502094146
188	0.6373778502094146
189	0.6373778502094146
190	0.6373778502094146
191	0.6373778502094146
192	0.6373778502094146
193	0.6373778502094146
194	0.6373778502094146
195	0.6373778502094146
196	0.6373778502094146
197	0.6373778502094146
198	0.6373778502094146
199	0.6373778502094146
200	0.6373778502094146
201	0.6373778502094146
202	0.6373778502094146
203	0.6373778502094146
204	0.6373778502094146
205	0.6373778502094146
206	0.6373778502094146
207	0.6373778502094146
208	0.6373778502094146
209	0.6373778502094146
210	0.6373778502094146
211	0.6373778502094146
212	0.6373778502094146
213	0.6373778502094146
215	0.24716005866958174
216	0.24716005866958174
217	0.24716005866958174
218	0.24716005866958174
219	0.24716005866958174
220	0.24716005866958174
221	0.24716005866958174
222	0.24716005866958174
223	0.24716005866958174
224	0.24716005866958174
225	0.24716005866958174
226	0.24716005866958174
227	0.24716005866958174
228	0.24716005866958174
229	0.24716005866958174
230	0.24716005866958174
231	0.24716005866958174
232	0.24716005866958174
233	0.24716005866958174
234	0.24716005866958174
235	0.24716005866958174
236	0.24716005866958174
237	0.24716005866958174
238	0.24716005866958174
239	0.24716005866958174
240	0.24716005866958174
241	0.24716005866958174
242	0.24716005866958174
243	0.24716005866958174
244	0.24716005866958174
245	0.24716005866958174
246	0.24716005866958174
247	0.24716005866958174
248	0.24716005866958174
249	0.24716005866958174
251	0.6535442304217811
252	0.6535442304217811
253	0.6535442304217811
254	0.6535442304217811
255	0.6535442304217811
256	0.6535442304217811
257	0.6535442304217811
258	0.6535442304217811
259	0.6535442304217811
260	0.6535442304217811
261	0.6535442304217811
262	0.6535442304217811
263	0.6535442304217811
264	0.6535442304217811
265	0.6535442304217811
266	0.6535442304217811
267	0.6535442304217811
268	0.6535442304217811
269	0.6535442304217811
270	0.6535442304217811
271	0.6535442304217811
272	0.6535442304217811
273	0.6535442304217811
274	0.6535442304217811
275	0.6535442304217811
276	0.6535442304217811
277	0.6535442304217811
278	0.6535442304217811
279	0.6535442304217811
280	0.6535442304217811
281	0.6535442304217811
282	0.6535442304217811
283	0.6535442304217811
284	0.6535442304217811
286	0.4572063243068413
287	0.4572063243068413
288	0.4572063243068413
289	0.4572063243068413
290	0.4572063243068413
291	0.4572063243068413
292	0.4572063243068413
293	0.4572063243068413
294	0.4572063243068413
295	0.4572063243068413
296	0.4572063243068413
297	0.4572063243068413
298	0.4572063243068413
299	0.4572063243068413
300	0.4572063243068413
301	0.4572063243068413
302	0.4572063243068413
303	0.4572063243068413
304	0.4572063243068413
305	0.4572063243068413
306	0.4572063243068413
307	0.4572063243068413
308	0.4572063243068413
309	0.4572063243068413
310	0.4572063243068413
311	0.4572063243068413
312	0.4572063243068413
313	0.4572063243068413
314	0.4572063243068413
315	0.4572063243068413
316	0.4572063243068413
317	0.4572063243068413
318	0.4572063243068413
319	0.4572063243068413
320	0.4572063243068413
322	0.2817531739083065
323	0.2817531739083065
324	0.2817531739083065
325	0.2817531739083065
326	0.2817531739083065
327	0.2817531739083065
328	0.2817531739083065
329	0.2817531739083065
330	0.2817531739083065
331	0.2817531739083065
332	0.2817531739083065
333	0.2817531739083065
334	0.2817531739083065
335	0.2817531739083065
336	0.2817531739083065
337	0.2817531739083065
338	0.2817531739083065
339	0.2817531739083065
340	0.2817531739083065
341	0.2817531739083065
342	0.2817531739083065
343	0.2817531739083065
344	0.2817531739083065
345	0.2817531739083065
346	0.2817531739083065
347	0.2817531739083065
348	0.2817531739083065
349	0.2817531739083065
350	0.2817531739083065
351	0.2817531739083065
352	0.2817531739083065
353	0.2817531739083065
354	0.2817531739083065
355	0.2817531739083065
356	0.2817531739083065
358	0.44224611223037597
359	0.44224611223037597
360	0.44224611223037597
361	0.44224611223037597
362	0.44224611223037597
363	0.44224611223037597
364	0.44224611223037597
365	0.44224611223037597
366	0.44224611223037597
367	0.44224611223037597
368	0.44224611223037597
369	0.44224611223037597
370	0.44224611223037597
371	0.44224611223037597
372	0.44224611223037597
373	0.44224611223037597
374	0.44224611223037597
375	0.44224611223037597
376	0.44224611223037597
377	0.44224611223037597
378	0.44224611223037597
379	0.44224611223037597
380	0.44224611223037597
381	0.44224611223037597
382	0.44224611223037597
383	0.44224611223037597
384	0.44224611223037597
385	0.44224611223037597
386	0.44224611223037597
387	0.44224611223037597
388	0.44224611223037597
389	0.44224611223037597
390	0.44224611223037597
391	0.44224611223037597
393	0.21454591669046807
394	0.21454591669046807
395	0.21454591669046807
396	0.21454591669046807
397	0.21454591669046807
398	0.21454591669046807
399	0.21454591669046807
400	0.21454591669046807
401	0.21454591669046807
402	0.21454591669046807
403	0.21454591669046807
404	0.21454591669046807
405	0.21454591669046807
406	0.21454591669046807
407	0.21454591669046807
408	0.21454591669046807
409	0.21454591669046807
410	0.21454591669046807
411	0.21454591669046807
412	0.21454591669046807
413	0.21454591669046807
414	0.21454591669046807
415	0.21454591669046807
416	0.21454591669046807
417	0.21454591669046807
418	0.21454591669046807
419	0.21454591669046807
420	0.21454591669046807
421	0.21454591669046807
422	0.21454591669046807
423	0.21454591669046807
424	0.21454591669046807
425	0.21454591669046807
426	0.21454591669046807
427	0.21454591669046807
429	0.13528138029741102
430	0.13528138029741102
431	0.13528138029741102
432	0.13528138029741102
433	0.13528138029741102
434	0.13528138029741102
435	0.13528138029741102
436	0.13528138029741102
437	0.13528138029741102
438	0.13528138029741102
439	0.13528138029741102
440	0.13528138029741102
441	0.13528138029741102
442	0.13528138029741102
443	0.13528138029741102
444	0.13528138029741102
445	0.13528138029741102
446	0.13528138029741102
447	0.13528138029741102
448	0.13528138029741102
449	0.13528138029741102
450	0.13528138029741102
451	0.13528138029741102
452	0.13528138029741102
453	0.13528138029741102
454	0.13528138029741102
455	0.13528138029741102
456	0.13528138029741102
457	0.13528138029741102
458	0.13528138029741102
459	0.13528138029741102
460	0.13528138029741102
461	0.13528138029741102
462	0.13528138029741102
463	0.13528138029741102
465	0.3718636449608208
466	0.3718636449608208
467	0.3718636449608208
468	0.3718636449608208
469	0.3718636449608208
470	0.3718636449608208
471	0.3718636449608208
472	0.3718636449608208
473	0.3718636449608208
474	0.3718636449608208
475	0.3718636449608208
476	0.3718636449608208
477	0.3718636449608208
478	0.3718636449608208
479	0.3718636449608208
480	0.3718636449608208
481	0.3718636449608208
482	0.3718636449608208
483	0.3718636449608208
484	0.3718636449608208
485	0.3718636449608208
486	0.3718636449608208
487	0.3718636449608208
488	0.3718636449608208
489	0.3718636449608208
490	0.3718636449608208
491	0.3718636449608208
492	0.3718636449608208
493	0.3718636449608208
494	0.3718636449608208
495	0.3718636449608208
496	0.3718636449608208
497	0.3718636449608208
498	0.3718636449608208
499	0.3718636449608208
501	0.38446010143857534
502	0.38446010143857534
503	0.38446010143857534
504	0.38446010143857534
505	0.38446010143857534
506	0.38446010143857534
507	0.38446010143857534
508	0.38446010143857534
509	0.38446010143857534
510	0.38446010143857534
511	0.38446010143857534
512	0.38446010143857534
513	0.38446010143857534
514	0.38446010143857534
515	0.38446010143857534
516	0.38446010143857534
517	0.38446010143857534
518	0.38446010143857534
519	0.38446010143857534
520	0.38446010143857534
521	0.38446010143857534
522	0.38446010143857534
523	0.38446010143857534
524	0.38446010143857534
525	0.38446010143857534
526	0.38446010143857534
527	0.38446010143857534
528	0.38446010143857534
529	0.38446010143857534
530	0.38446010143857534
531	0.38446010143857534
532	0.38446010143857534
533	0.38446010143857534
534	0.38446010143857534
536	0.4885622376903975
537	0.4885622376903975
538	0.4885622376903975
539	0.4885622376903975
540	0.4885622376903975
541	0.4885622376903975
542	0.4885622376903975
543	0.4885622376903975
544	0.4885622376903975
545	0.4885622376903975
546	0.4885622376903975
547	0.4885622376903975
548	0.4885622376903975
549	0.4885622376903975
550	0.4885622376903975
551	0.4885622376903975
552	0.4885622376903975
553	0.4885622376903975
554	0.4885622376903975
555	0.4885622376903975
556	0.4885622376903975
557	0.4885622376903975
558	0.4885622376903975
559	0.4885622376903975
560	0.4885622376903975
561	0.4885622376903975
562	0.4885622376903975
563	0.4885622376903975
564	0.4885622376903975
565	0.4885622376903975
566	0.4885622376903975
567	0.4885622376903975
568	0.4885622376903975
569	0.4885622376903975
570	0.4885622376903975
572	0.4885622376903975
573	0.4885622376903975
574	0.4885622376903975
575	0.4885622376903975
576	0.4885622376903975
577	0.4885622376903975
578	0.4885622376903975
579	0.4885622376903975
580	0.4885622376903975
581	0.4885622376903975
582	0.4885622376903975
583	0.4885622376903975
584	0.4885622376903975
585	0.4885622376903975
586	0.4885622376903975
587	0.4885622376903975
588	0.4885622376903975
589	0.4885622376903975
590	0.4885622376903975
591	0.4885622376903975
592	0.4885622376903975
593	0.4885622376903975
594	0.4885622376903975
595	0.4885622376903975
596	0.4885622376903975
597	0.4885622376903975
598	0.4885622376903975
599	0.4885622376903975
600	0.4885622376903975
601	0.4885622376903975
602	0.4885622376903975
603	0.4885622376903975
604	0.4885622376903975
605	0.4885622376903975
606	0.4885622376903975
608	0.4885622376903975
609	0.4885622376903975
610	0.4885622376903975
611	0.4885622376903975
612	0.4885622376903975
613	0.4885622376903975
614	0.4885622376903975
615	0.4885622376903975
616	0.4885622376903975
617	0.4885622376903975
618	0.4885622376903975
619	0.4885622376903975
620	0.4885622376903975
621	0.4885622376903975
622	0.4885622376903975
623	0.4885622376903975
624	0.4885622376903975
625	0.4885622376903975
626	0.4885622376903975
627	0.4885622376903975
628	0.4885622376903975
629	0.4885622376903975
630	0.4885622376903975
631	0.4885622376903975
632	0.4885622376903975
633	0.4885622376903975
634	0.4885622376903975
635	0.4885622376903975
636	0.4885622376903975
637	0.4885622376903975
638	0.4885622376903975
639	0.4885622376903975
640	0.4885622376903975
641	0.4885622376903975
643	0.4885622376903975
644	0.4885622376903975
645	0.4885622376903975
646	0.4885622376903975
647	0.4885622376903975
648	0.4885622376903975
649	0.4885622376903975
650	0.4885622376903975
651	0.4885622376903975
652	0.4885622376903975
653	0.4885622376903975
654	0.4885622376903975
655	0.4885622376903975
656	0.4885622376903975
657	0.4885622376903975
658	0.4885622376903975
659	0.4885622376903975
660	0.4885622376903975
661	0.4885622376903975
662	0.4885622376903975
663	0.4885622376903975
664	0.4885622376903975
665	0.4885622376903975
666	0.4885622376903975
667	0.4885622376903975
668	0.4885622376903975
669	0.4885622376903975
670	0.4885622376903975
671	0.4885622376903975
672	0.4885622376903975
673	0.4885622376903975
674	0.4885622376903975
675	0.4885622376903975
676	0.4885622376903975
677	0.4885622376903975
679	0.4885622376903975
680	0.4885622376903975
681	0.4885622376903975
682	0.4885622376903975
683	0.4885622376903975
684	0.4885622376903975
685	0.4885622376903975
686	0.4885622376903975
687	0.4885622376903975
688	0.4885622376903975
689	0.4885622376903975
690	0.4885622376903975
691	0.4885622376903975
692	0.4885622376903975
693	0.4885622376903975
694	0.4885622376903975
695	0.4885622376903975
696	0.4885622376903975
697	0.4885622376903975
698	0.4885622376903975
699	0.4885622376903975
700	0.4885622376903975
701	0.4885622376903975
702	0.4885622376903975
703	0.4885622376903975
704	0.4885622376903975
705	0.4885622376903975
706	0.4885622376903975
707	0.4885622376903975
708	0.4885622376903975
709	0.4885622376903975
710	0.4885622376903975
711	0.4885622376903975
712	0.4885622376903975
713	0.4885622376903975
