4.2_YBP	4.2_ns	4.2_nsStd	4.2_s	4.2_sStd	4.2_all	4.2_allStd
49	9.171437925638092e-08	1.1119934527400674e-07	4.559894471988584e-08	7.914561056543625e-08	1.3731332397626676e-07	1.6692288036319662e-07
50	9.09728189484831e-08	1.1148979623192946e-07	4.30691460717446e-08	7.72703000198655e-08	1.340419650202277e-07	1.6411699464442615e-07
51	9.05030231685594e-08	1.1253820522261589e-07	4.2914145081101644e-08	7.746738975120567e-08	1.3341716824966104e-07	1.655131266752153e-07
52	9.217654671261567e-08	1.1448366583074069e-07	4.279924499438588e-08	7.840694427068365e-08	1.3497579170700155e-07	1.688520697668087e-07
53	9.472872286321157e-08	1.1785327399553398e-07	4.17968296310497e-08	7.564519021421578e-08	1.3652555249426125e-07	1.7185566097310042e-07
54	9.617176453076567e-08	1.2101018896481668e-07	4.34048200673391e-08	7.695327947241404e-08	1.3957658459810477e-07	1.742689478853607e-07
55	9.758505347973086e-08	1.2193265051769527e-07	4.4529285583879666e-08	7.684552821607799e-08	1.4211433906361054e-07	1.747736071765898e-07
56	9.962564037240138e-08	1.213949657530139e-07	4.5343636517939784e-08	7.685246155683665e-08	1.449692768903412e-07	1.7549243856255253e-07
57	9.790086783604773e-08	1.165387100207157e-07	4.478497547223829e-08	7.330322504623041e-08	1.42685843308286e-07	1.6527504244263678e-07
58	9.752433326136023e-08	1.1527364623312896e-07	4.4139859591496555e-08	7.315738295223221e-08	1.4166419285285677e-07	1.6306258265001766e-07
59	9.831742179995062e-08	1.1398457819864588e-07	4.3509342274334304e-08	7.272824535371225e-08	1.4182676407428493e-07	1.6217869708072412e-07
60	1.0038351332927657e-07	1.1609857864767336e-07	4.391333951475359e-08	7.260319053677001e-08	1.4429685284403014e-07	1.6422948667514696e-07
61	1.0015302175548128e-07	1.1504831716663312e-07	4.2072795651319844e-08	6.433879526704802e-08	1.4222581740680112e-07	1.5754995414080043e-07
62	9.772341483556207e-08	1.1436685412447056e-07	4.114400458035253e-08	6.458514054138018e-08	1.388674194159146e-07	1.5715774994283203e-07
63	9.797906731934704e-08	1.14746468429224e-07	4.3682967794237504e-08	6.601872551221025e-08	1.4166203511358453e-07	1.581986810715067e-07
64	1.0142782264004142e-07	1.1562064285171722e-07	4.689551993724283e-08	6.74432814046105e-08	1.4832334257728426e-07	1.6007213539760806e-07
65	9.947530643308797e-08	1.1328176572733485e-07	4.706760472018794e-08	6.790345968858898e-08	1.465429111532759e-07	1.58726330398953e-07
66	9.639900464901447e-08	1.1077557435154921e-07	4.5341788732339275e-08	6.687825802161008e-08	1.4174079338135373e-07	1.5454254229149402e-07
67	9.611787066507065e-08	1.0780953381444179e-07	4.852944771884203e-08	7.93189179831969e-08	1.4464731838391268e-07	1.5758467582740826e-07
68	9.961915610339654e-08	1.0770043293357958e-07	5.3770355423023304e-08	8.233421696356543e-08	1.5338951152641983e-07	1.5903113506395287e-07
69	9.532248734286899e-08	1.0375335103031588e-07	5.3418497301182495e-08	8.288192110462281e-08	1.4874098464405147e-07	1.5598521371977372e-07
70	9.390618164808912e-08	1.0455417219905081e-07	5.328259554331635e-08	8.354388065271091e-08	1.4718877719140546e-07	1.5747350816969375e-07
71	8.759164617483086e-08	9.960030003707619e-08	5.467268738198635e-08	8.407715962045906e-08	1.4226433355681722e-07	1.54756054643006e-07
72	8.815006170438436e-08	9.982231855848549e-08	5.559873190257082e-08	8.459855797079597e-08	1.4374879360695516e-07	1.5637194866963044e-07
73	9.16371261635503e-08	1.0268490217048379e-07	5.627077437284348e-08	8.490646700860668e-08	1.4790790053639382e-07	1.5762287632247257e-07
74	9.290355703085724e-08	1.024352357675474e-07	5.52697934757735e-08	8.369762129932906e-08	1.4817335050663077e-07	1.5822102428842653e-07
75	9.493563706106981e-08	1.023114328335987e-07	5.63894800748601e-08	8.334048973327215e-08	1.5132511713592988e-07	1.574012191977343e-07
76	9.334938843071667e-08	1.0236278317425574e-07	5.5580080631690356e-08	8.220842674929004e-08	1.4892946906240704e-07	1.5578510849350324e-07
77	9.208736036853378e-08	1.0000617687366356e-07	5.476526937462199e-08	8.174928844400538e-08	1.468526297431558e-07	1.523576437282422e-07
78	9.157949541334459e-08	9.931698697963337e-08	5.546734372458785e-08	8.297058599556911e-08	1.4704683913793244e-07	1.5286306594562717e-07
79	8.879457233362152e-08	9.802609572764927e-08	5.3658661305796654e-08	8.190192719668372e-08	1.4245323363941817e-07	1.5192399413219165e-07
80	9.486190052471613e-08	1.3202093259798266e-07	5.096716029226765e-08	6.581347698949746e-08	1.458290608169838e-07	1.6649111082393532e-07
81	9.4012013259473e-08	1.3150083650504447e-07	5.043595531617806e-08	6.561218024659792e-08	1.4444796857565104e-07	1.6602791381533145e-07
82	9.509737296765328e-08	1.3202356518778035e-07	4.992077878513043e-08	6.573979933567528e-08	1.450181517527837e-07	1.6631903965489062e-07
83	8.858238054728314e-08	1.0031817714674874e-07	4.7994117785122926e-08	6.30165869985442e-08	1.365764983324061e-07	1.4364783043351714e-07
84	8.837360938567974e-08	1.0058781896111386e-07	4.678894958807805e-08	6.128338427813633e-08	1.351625589737578e-07	1.4293581944576044e-07
85	8.462135969307883e-08	9.912054690109891e-08	4.523628108223009e-08	6.103006379540082e-08	1.298576407753089e-07	1.4180593120768428e-07
86	8.58042274972842e-08	9.955031997373958e-08	4.606617017718277e-08	6.117720451980292e-08	1.3187039767446696e-07	1.418400624338819e-07
87	8.077263935102093e-08	9.581798627759655e-08	4.626632803561592e-08	6.123383090264798e-08	1.2703896738663683e-07	1.405793663424934e-07
88	7.751699690359757e-08	9.191712152258574e-08	4.597555136875074e-08	5.967673751190256e-08	1.234925482723483e-07	1.3547761403808336e-07
89	7.837817893198929e-08	9.804649041391641e-08	4.652026565896065e-08	5.877649005753175e-08	1.2489844459094993e-07	1.3949879379639675e-07
90	8.164097939969158e-08	1.0579594071474388e-07	4.591003424269481e-08	5.846671794440066e-08	1.275510136423864e-07	1.4452352625862754e-07
91	8.272880266949862e-08	1.0589679517531712e-07	4.631108480800265e-08	5.861383718960225e-08	1.2903988747750128e-07	1.4432883679157954e-07
92	8.286063275997888e-08	1.0734644310215303e-07	4.4567903285518605e-08	5.648873697276214e-08	1.2742853604549748e-07	1.442985830196433e-07
93	8.468950490628188e-08	1.0763944767594291e-07	4.611572155696721e-08	5.896240823295533e-08	1.308052264632491e-07	1.4376437123511852e-07
94	8.247993921457197e-08	1.01781545302026e-07	4.46423108548424e-08	5.516824298950509e-08	1.2712225006941435e-07	1.319528197495655e-07
95	8.278502946488134e-08	1.0150730063285748e-07	4.491328273741864e-08	5.4895938598965416e-08	1.276983122023e-07	1.3123008300944714e-07
96	8.290512557082406e-08	1.0089178137603107e-07	4.5092441145349255e-08	5.513639193084094e-08	1.279975667161733e-07	1.3044054412816345e-07
97	8.061183133367778e-08	1.010264963790515e-07	4.4311442107936403e-08	5.446209249683836e-08	1.2492327344161418e-07	1.2972132640324678e-07
98	7.832389745967741e-08	1.0087910913948999e-07	4.4357839901527054e-08	5.9060977156751425e-08	1.2268173736120445e-07	1.329264711153165e-07
99	7.116728830275581e-08	9.164891292834104e-08	4.3230512259624785e-08	5.9445650911254564e-08	1.1439780056238061e-07	1.2918589575201106e-07
100	7.00910321408096e-08	8.967474626032323e-08	4.326840642232345e-08	5.717154467339901e-08	1.1335943856313306e-07	1.2876614889668606e-07
101	7.151873981916438e-08	8.994737963648987e-08	4.468806388482119e-08	5.879461688166557e-08	1.1620680370398558e-07	1.2998527464454048e-07
102	7.099286673225876e-08	8.982413451938949e-08	4.4359475179785744e-08	5.8702344914211477e-08	1.153523419120445e-07	1.2988648596805404e-07
103	6.870597899080077e-08	9.003910809852604e-08	4.3234054117961215e-08	5.867261057029286e-08	1.1194003310876199e-07	1.3057129586651314e-07
104	6.58793366617728e-08	8.759322887645345e-08	4.512601015091749e-08	5.8918224841503196e-08	1.1100534681269028e-07	1.2962529494788144e-07
105	6.554494920222222e-08	8.598347159076552e-08	4.5915389180479685e-08	5.976479122313401e-08	1.114603383827019e-07	1.2863462738902745e-07
106	6.670852391694942e-08	8.679571113654222e-08	4.39637691636525e-08	5.952212103726323e-08	1.1067229308060195e-07	1.288133724862382e-07
107	6.40898014439089e-08	7.73133564032739e-08	4.2659967392092126e-08	5.968375851391669e-08	1.0674976883600105e-07	1.2190170152294142e-07
108	6.405096513234773e-08	7.699170909164533e-08	4.2304467663824697e-08	5.956094076814896e-08	1.0635543279617244e-07	1.2146890920094742e-07
109	6.481580032049013e-08	7.702737844961471e-08	4.0875604846975985e-08	5.369486723455595e-08	1.056914051674661e-07	1.1669618166185819e-07
110	6.572234206193807e-08	7.752896055846487e-08	4.0526240702984736e-08	5.3597154505088555e-08	1.0624858276492281e-07	1.1649257732180423e-07
111	6.708784085694685e-08	7.75547286666452e-08	4.123104488912361e-08	5.3791768653701034e-08	1.0831888574607046e-07	1.1646600163389673e-07
112	6.767633068902533e-08	7.763807022099644e-08	4.050629125620137e-08	5.3982673550704035e-08	1.081826219452267e-07	1.172040016247058e-07
113	6.721135068690016e-08	7.772095753003426e-08	4.050629125620136e-08	5.398267355070403e-08	1.0771764194310153e-07	1.174194384221703e-07
114	6.552206891735672e-08	7.766973311550203e-08	3.9154449798734886e-08	5.2721948223839266e-08	1.0467651871609162e-07	1.1626922601148948e-07
115	6.660954230869825e-08	7.835919339170421e-08	3.896843315649461e-08	5.3369498482705885e-08	1.0557797546519286e-07	1.176745349523831e-07
116	6.571150375010213e-08	7.769369442957765e-08	3.91223510478376e-08	5.377398579543901e-08	1.0483385479793972e-07	1.1751973779479037e-07
117	5.962021837389944e-08	6.534631292184596e-08	3.569071449012833e-08	4.9027140964849597e-08	9.531093286402775e-08	9.836587559523645e-08
118	5.918549212921334e-08	6.806881080781476e-08	3.509163853310417e-08	4.9176055877615016e-08	9.427713066231752e-08	9.946464722564788e-08
119	5.721523829641789e-08	6.643355152195587e-08	3.3803713124029824e-08	4.694638835501032e-08	9.101895142044771e-08	9.687059633679392e-08
120	5.43363513898963e-08	6.322032463146283e-08	3.256768238854846e-08	4.4482236955922106e-08	8.690403377844475e-08	9.059693793147762e-08
121	5.2695674889877964e-08	6.148838253495972e-08	3.015524955528278e-08	4.0731757248211275e-08	8.285092444516077e-08	8.410350302590955e-08
122	5.295545602113114e-08	6.443179910664561e-08	2.859989432335388e-08	3.829842606952638e-08	8.155535034448501e-08	8.522673167353655e-08
123	5.211388111438781e-08	6.298129942925086e-08	3.024061108789209e-08	3.902767901762276e-08	8.235449220227991e-08	8.463995470708107e-08
124	5.154562396239195e-08	6.304299779209781e-08	3.0546071805951605e-08	3.9105173011866426e-08	8.209169576834356e-08	8.502575247567057e-08
125	5.154562396239195e-08	6.304299779209781e-08	3.0546071805951605e-08	3.9105173011866426e-08	8.209169576834356e-08	8.502575247567057e-08
126	5.2071599717110235e-08	6.314733940076033e-08	3.0857766416216415e-08	3.918163583845709e-08	8.292936613332666e-08	8.505104514867715e-08
127	5.2071599717110235e-08	6.314733940076033e-08	3.0857766416216415e-08	3.918163583845709e-08	8.292936613332666e-08	8.505104514867715e-08
128	5.154562396239195e-08	6.304299779209781e-08	3.0546071805951605e-08	3.9105173011866426e-08	8.209169576834356e-08	8.502575247567057e-08
129	5.1030167722768024e-08	6.293631061056933e-08	3.068995566490516e-08	3.8935484646360777e-08	8.17201233876732e-08	8.468030075281433e-08
130	4.9361399239302675e-08	6.087491052904866e-08	2.985700212708527e-08	3.8481688633216824e-08	7.921840136638794e-08	8.409527435904148e-08
131	4.987558048137873e-08	6.098123691586887e-08	3.016801256590907e-08	3.8560124658183036e-08	8.00435930472878e-08	8.41405412813171e-08
132	4.885771149196285e-08	6.076635531909204e-08	2.95523388400742e-08	3.840225588210557e-08	7.841005033203703e-08	8.404305203117448e-08
133	4.9875580481378745e-08	6.098123691586887e-08	2.842339820439997e-08	3.6012628623702666e-08	7.82989786857787e-08	8.404572685056614e-08
134	4.93118372850037e-08	6.079318631754112e-08	2.8086718239898208e-08	3.612552170047489e-08	7.73985555249019e-08	8.395765836934049e-08
135	4.970772291314079e-08	6.121162618405502e-08	2.8684307989683277e-08	3.62722891691758e-08	7.839203090282406e-08	8.444779025489792e-08
136	4.970772291314079e-08	6.121162618405502e-08	2.8684307989683277e-08	3.62722891691758e-08	7.839203090282406e-08	8.444779025489792e-08
137	4.970772291314079e-08	6.121162618405502e-08	2.8684307989683277e-08	3.62722891691758e-08	7.839203090282406e-08	8.444779025489792e-08
138	4.970772291314079e-08	6.121162618405502e-08	2.8684307989683277e-08	3.62722891691758e-08	7.839203090282406e-08	8.444779025489792e-08
139	4.918448372458142e-08	6.109957253857513e-08	2.8382367905581347e-08	3.61994403810011e-08	7.756685163016276e-08	8.438227397105192e-08
140	4.717550367609768e-08	5.9408144441004446e-08	2.91538012372436e-08	3.742874708084776e-08	7.632930491334127e-08	8.33541639757637e-08
141	4.600221264531323e-08	5.891657136012921e-08	2.9562721992434178e-08	3.7903552891373953e-08	7.556493463774739e-08	8.347553583878333e-08
142	4.654243179219371e-08	5.936156390024186e-08	3.0212452146114055e-08	3.8060803332600516e-08	7.675488393830776e-08	8.393677705425837e-08
143	4.603653579445247e-08	5.923497991394193e-08	3.1219065177680646e-08	3.9052354352814956e-08	7.725560097213313e-08	8.361589319080655e-08
144	4.304216360624311e-08	5.3855773354181936e-08	3.2719000126731213e-08	3.97296133960842e-08	7.576116373297432e-08	8.166619391611682e-08
145	4.144502947594104e-08	5.206175984801219e-08	3.2972859872000426e-08	4.000834807256145e-08	7.441788934794146e-08	8.069657555701982e-08
146	4.0984529148430584e-08	5.1953675267559334e-08	3.2606494762311534e-08	3.9935305163030094e-08	7.359102391074211e-08	8.062525858455994e-08
147	4.107987067345023e-08	5.175550801752654e-08	3.387964135197591e-08	4.035732991095185e-08	7.495951202542612e-08	8.136148496132286e-08
148	4.107987067345023e-08	5.175550801752654e-08	3.387964135197591e-08	4.035732991095185e-08	7.495951202542612e-08	8.136148496132286e-08
149	4.357410172855867e-08	5.576481573001036e-08	3.41176405316873e-08	4.1090550646456236e-08	7.769174226024597e-08	8.617974463217148e-08
150	4.4026669305997215e-08	5.622367319296988e-08	3.345489570719554e-08	4.0583141689365694e-08	7.748156501319275e-08	8.602465317922572e-08
151	4.478850691911233e-08	5.967319691421994e-08	3.2566165990322015e-08	4.064178271946593e-08	7.735467290943435e-08	8.776915930174058e-08
152	4.553018879645976e-08	5.996314892509335e-08	3.143940570924395e-08	3.878559143528293e-08	7.696959450570371e-08	8.637890077810305e-08
153	4.3941926396583255e-08	5.94974231045289e-08	3.2755627034359073e-08	4.0208703430200425e-08	7.669755343094231e-08	8.55572724911943e-08
154	4.597543411066428e-08	6.105976406334111e-08	3.23542989426977e-08	3.9399649466088415e-08	7.832973305336199e-08	8.730337728895657e-08
155	4.484023820669726e-08	6.072182952445517e-08	3.1555427363865655e-08	3.9232791356335625e-08	7.639566557056292e-08	8.707146202123367e-08
156	4.490062843481388e-08	6.035288607112916e-08	3.06356710586868e-08	3.9268738234273585e-08	7.553629949350069e-08	8.692033153423612e-08
157	4.585590160819701e-08	6.074065645417216e-08	3.183347903501793e-08	4.4520343858257634e-08	7.768938064321495e-08	9.14763346118678e-08
158	4.4790646633597685e-08	6.115975441713212e-08	3.00851624301654e-08	4.393012295022704e-08	7.487580906376309e-08	9.310209144026092e-08
159	4.17007078630896e-08	5.729830364168997e-08	3.032502830366043e-08	4.389633622859248e-08	7.202573616675002e-08	9.087416195403876e-08
160	4.115201433857525e-08	5.711809536114608e-08	3.108034608021227e-08	4.4094471435651636e-08	7.223236041878752e-08	9.029205914029514e-08
161	4.084824294203231e-08	5.741151749099071e-08	3.022978616989204e-08	4.406231936176905e-08	7.107802911192436e-08	9.064664955094742e-08
162	4.1329846546629944e-08	5.7982916349486466e-08	3.071485917164523e-08	4.450777885038082e-08	7.204470571827517e-08	9.165293270237489e-08
163	4.19495813390022e-08	5.898441214647615e-08	3.0995098862822944e-08	4.487422010191724e-08	7.294468020182513e-08	9.301351982589593e-08
164	4.19495813390022e-08	5.898441214647615e-08	3.0995098862822944e-08	4.487422010191724e-08	7.294468020182513e-08	9.301351982589593e-08
165	4.080027774067337e-08	5.8572462012651216e-08	3.014591807206068e-08	4.454352052791779e-08	7.094619581273404e-08	9.250011854333446e-08
166	4.1366948264849394e-08	5.8778745730614345e-08	2.8596328509222178e-08	4.2853154905906326e-08	6.996327677407157e-08	9.276088379596186e-08
167	3.9590026229979015e-08	5.806426304900411e-08	2.840709785096325e-08	4.28960829059037e-08	6.799712408094227e-08	9.246867507619233e-08
168	4.0797866621875075e-08	5.891436993892172e-08	2.8617703941034377e-08	4.356328659059915e-08	6.941557056290948e-08	9.386250338961186e-08
169	3.9648630942385644e-08	5.846962195485057e-08	2.7811571435653136e-08	4.320557514830656e-08	6.746020237803877e-08	9.324111371121887e-08
170	3.4867649432441245e-08	4.968120639057412e-08	2.6399261770811206e-08	4.2773426680881994e-08	6.126691120325247e-08	8.505444246142324e-08
171	3.538806211053739e-08	4.986627127209247e-08	2.6793280603211374e-08	4.296877853229426e-08	6.218134271374878e-08	8.53543883230609e-08
172	3.538806211053739e-08	4.986627127209247e-08	2.6793280603211374e-08	4.296877853229426e-08	6.218134271374878e-08	8.53543883230609e-08
173	3.486764943244124e-08	4.9681206390574124e-08	3.056739020011803e-08	5.2664083979878006e-08	6.543503963255928e-08	8.88117796922992e-08
174	3.07144010561583e-08	4.5809005858915425e-08	2.569359970945727e-08	4.696387591769347e-08	5.6408000765615576e-08	7.851238415972676e-08
175	3.174604786448804e-08	4.6296778722737125e-08	2.6095062204917542e-08	4.721855610418934e-08	5.784111006940557e-08	7.879295798060945e-08
176	3.1257647128111296e-08	4.610512683796152e-08	2.569359970945727e-08	4.696387591769347e-08	5.695124683756856e-08	7.85079376571178e-08
177	3.156988222861478e-08	4.664147954017484e-08	2.650926954150353e-08	4.747633153986394e-08	5.807915177011832e-08	7.939300136092397e-08
178	3.1076602818792677e-08	4.6440994880926815e-08	2.753436905316255e-08	4.7801521962225805e-08	5.861097187195523e-08	7.888332434557244e-08
179	3.15961041863787e-08	4.636788132387255e-08	2.3970371143222523e-08	4.538365967249245e-08	5.556647532960122e-08	7.121175225178918e-08
180	3.460047458903139e-08	4.845681032196244e-08	2.7883303508476492e-08	4.903506471507672e-08	6.248377809750787e-08	7.337941917266245e-08
181	3.892337463114687e-08	5.054883122038516e-08	2.7526660075798255e-08	5.0364833553860125e-08	6.645003470694513e-08	7.623477813403869e-08
182	3.978526145271014e-08	5.043740150878219e-08	3.021812774174202e-08	5.345352449743294e-08	7.000338919445217e-08	7.964872800815396e-08
183	3.9383076301279905e-08	5.095865765230691e-08	3.0791208133399954e-08	5.53106443823541e-08	7.017428443467987e-08	8.014645334255874e-08
184	3.849539776001893e-08	5.047306369133046e-08	2.8073011889747978e-08	5.464398681944121e-08	6.656840964976691e-08	7.53191589346123e-08
185	5.06846126563094e-08	9.107708821222124e-08	3.3296961131015325e-08	6.261545633939262e-08	8.398157378732472e-08	1.303819974270645e-07
186	5.2390837677509395e-08	9.430851004059426e-08	2.896987983151244e-08	5.227606637990204e-08	8.136071750902183e-08	1.3221275550923386e-07
187	5.321265957620919e-08	9.335749609822028e-08	3.1591891151626856e-08	5.438732893465217e-08	8.480455072783606e-08	1.3035932006450366e-07
188	5.974362710712234e-08	9.74107730821513e-08	3.574871893473565e-08	5.655606403449286e-08	9.549234604185802e-08	1.350571789937251e-07
189	5.821173923258075e-08	9.661639871366775e-08	3.483208511589628e-08	5.611151004587797e-08	9.304382434847704e-08	1.3416615739218337e-07
190	5.675644575176624e-08	9.583296704884606e-08	3.452525628363773e-08	5.543880079869916e-08	9.128170203540398e-08	1.329347274847791e-07
191	5.376419093757113e-08	9.697624197451504e-08	3.375667290803464e-08	5.564509014777578e-08	8.752086384560579e-08	1.3533064752724738e-07
192	5.107598139069259e-08	9.524429050035158e-08	3.206883926263291e-08	5.473284316160489e-08	8.314482065332549e-08	1.3327606791367389e-07
193	5.11088979157806e-08	9.645741782169346e-08	2.9257364202791905e-08	5.2500674790101795e-08	8.036626211857252e-08	1.3517029680470417e-07
194	5.1767457509165216e-08	1.0016248772802687e-07	3.260106296882526e-08	5.4427206587597834e-08	8.436852047799048e-08	1.40969320190381e-07
195	5.164166115795166e-08	9.876434879227575e-08	3.16954778863579e-08	5.3932708809455075e-08	8.333713904430957e-08	1.3913148709809944e-07
196	4.7681663480240515e-08	9.744910442280953e-08	3.200009309233568e-08	5.3783593179570945e-08	7.96817565725762e-08	1.3896798086978323e-07
