4.2_meanYBP	4.2_dndo
1	0.5709553733922061
2	0.5709553733922061
3	0.5709553733922061
4	0.5709553733922061
5	0.5709553733922061
6	0.5709553733922061
7	0.5709553733922061
8	0.5709553733922061
9	0.5709553733922061
10	0.5709553733922061
11	0.5709553733922061
12	0.5709553733922061
13	0.5709553733922061
14	0.5709553733922061
15	0.5709553733922061
16	0.5709553733922061
17	0.5709553733922061
18	0.5709553733922061
19	0.5709553733922061
20	0.5709553733922061
21	0.5709553733922061
22	0.5709553733922061
23	0.5709553733922061
24	0.5709553733922061
25	0.5709553733922061
26	0.5709553733922061
27	0.5709553733922061
28	0.5709553733922061
29	0.5709553733922061
30	0.5709553733922061
31	0.5709553733922061
32	0.5709553733922061
33	0.5709553733922061
34	0.5709553733922061
36	0.8150461443205591
37	0.8150461443205591
38	0.8150461443205591
39	0.8150461443205591
40	0.8150461443205591
41	0.8150461443205591
42	0.8150461443205591
43	0.8150461443205591
44	0.8150461443205591
45	0.8150461443205591
46	0.8150461443205591
47	0.8150461443205591
48	0.8150461443205591
49	0.8150461443205591
50	0.8150461443205591
51	0.8150461443205591
52	0.8150461443205591
53	0.8150461443205591
54	0.8150461443205591
55	0.8150461443205591
56	0.8150461443205591
57	0.8150461443205591
58	0.8150461443205591
59	0.8150461443205591
60	0.8150461443205591
61	0.8150461443205591
62	0.8150461443205591
63	0.8150461443205591
64	0.8150461443205591
65	0.8150461443205591
66	0.8150461443205591
67	0.8150461443205591
68	0.8150461443205591
69	0.8150461443205591
70	0.8150461443205591
72	1.0297515349885338
73	1.0297515349885338
74	1.0297515349885338
75	1.0297515349885338
76	1.0297515349885338
77	1.0297515349885338
78	1.0297515349885338
79	1.0297515349885338
80	1.0297515349885338
81	1.0297515349885338
82	1.0297515349885338
83	1.0297515349885338
84	1.0297515349885338
85	1.0297515349885338
86	1.0297515349885338
87	1.0297515349885338
88	1.0297515349885338
89	1.0297515349885338
90	1.0297515349885338
91	1.0297515349885338
92	1.0297515349885338
93	1.0297515349885338
94	1.0297515349885338
95	1.0297515349885338
96	1.0297515349885338
97	1.0297515349885338
98	1.0297515349885338
99	1.0297515349885338
100	1.0297515349885338
101	1.0297515349885338
102	1.0297515349885338
103	1.0297515349885338
104	1.0297515349885338
105	1.0297515349885338
106	1.0297515349885338
108	0.8486027673683664
109	0.8486027673683664
110	0.8486027673683664
111	0.8486027673683664
112	0.8486027673683664
113	0.8486027673683664
114	0.8486027673683664
115	0.8486027673683664
116	0.8486027673683664
117	0.8486027673683664
118	0.8486027673683664
119	0.8486027673683664
120	0.8486027673683664
121	0.8486027673683664
122	0.8486027673683664
123	0.8486027673683664
124	0.8486027673683664
125	0.8486027673683664
126	0.8486027673683664
127	0.8486027673683664
128	0.8486027673683664
129	0.8486027673683664
130	0.8486027673683664
131	0.8486027673683664
132	0.8486027673683664
133	0.8486027673683664
134	0.8486027673683664
135	0.8486027673683664
136	0.8486027673683664
137	0.8486027673683664
138	0.8486027673683664
139	0.8486027673683664
140	0.8486027673683664
141	0.8486027673683664
143	0.7842350259857223
144	0.7842350259857223
145	0.7842350259857223
146	0.7842350259857223
147	0.7842350259857223
148	0.7842350259857223
149	0.7842350259857223
150	0.7842350259857223
151	0.7842350259857223
152	0.7842350259857223
153	0.7842350259857223
154	0.7842350259857223
155	0.7842350259857223
156	0.7842350259857223
157	0.7842350259857223
158	0.7842350259857223
159	0.7842350259857223
160	0.7842350259857223
161	0.7842350259857223
162	0.7842350259857223
163	0.7842350259857223
164	0.7842350259857223
165	0.7842350259857223
166	0.7842350259857223
167	0.7842350259857223
168	0.7842350259857223
169	0.7842350259857223
170	0.7842350259857223
171	0.7842350259857223
172	0.7842350259857223
173	0.7842350259857223
174	0.7842350259857223
175	0.7842350259857223
176	0.7842350259857223
177	0.7842350259857223
179	0.5580799539626622
180	0.5580799539626622
181	0.5580799539626622
182	0.5580799539626622
183	0.5580799539626622
184	0.5580799539626622
185	0.5580799539626622
186	0.5580799539626622
187	0.5580799539626622
188	0.5580799539626622
189	0.5580799539626622
190	0.5580799539626622
191	0.5580799539626622
192	0.5580799539626622
193	0.5580799539626622
194	0.5580799539626622
195	0.5580799539626622
196	0.5580799539626622
197	0.5580799539626622
198	0.5580799539626622
199	0.5580799539626622
200	0.5580799539626622
201	0.5580799539626622
202	0.5580799539626622
203	0.5580799539626622
204	0.5580799539626622
205	0.5580799539626622
206	0.5580799539626622
207	0.5580799539626622
208	0.5580799539626622
209	0.5580799539626622
210	0.5580799539626622
211	0.5580799539626622
212	0.5580799539626622
213	0.5580799539626622
215	1.4095712008882406
216	1.4095712008882406
217	1.4095712008882406
218	1.4095712008882406
219	1.4095712008882406
220	1.4095712008882406
221	1.4095712008882406
222	1.4095712008882406
223	1.4095712008882406
224	1.4095712008882406
225	1.4095712008882406
226	1.4095712008882406
227	1.4095712008882406
228	1.4095712008882406
229	1.4095712008882406
230	1.4095712008882406
231	1.4095712008882406
232	1.4095712008882406
233	1.4095712008882406
234	1.4095712008882406
235	1.4095712008882406
236	1.4095712008882406
237	1.4095712008882406
238	1.4095712008882406
239	1.4095712008882406
240	1.4095712008882406
241	1.4095712008882406
242	1.4095712008882406
243	1.4095712008882406
244	1.4095712008882406
245	1.4095712008882406
246	1.4095712008882406
247	1.4095712008882406
248	1.4095712008882406
249	1.4095712008882406
251	0.5174566799428648
252	0.5174566799428648
253	0.5174566799428648
254	0.5174566799428648
255	0.5174566799428648
256	0.5174566799428648
257	0.5174566799428648
258	0.5174566799428648
259	0.5174566799428648
260	0.5174566799428648
261	0.5174566799428648
262	0.5174566799428648
263	0.5174566799428648
264	0.5174566799428648
265	0.5174566799428648
266	0.5174566799428648
267	0.5174566799428648
268	0.5174566799428648
269	0.5174566799428648
270	0.5174566799428648
271	0.5174566799428648
272	0.5174566799428648
273	0.5174566799428648
274	0.5174566799428648
275	0.5174566799428648
276	0.5174566799428648
277	0.5174566799428648
278	0.5174566799428648
279	0.5174566799428648
280	0.5174566799428648
281	0.5174566799428648
282	0.5174566799428648
283	0.5174566799428648
284	0.5174566799428648
286	0.9744994794135657
287	0.9744994794135657
288	0.9744994794135657
289	0.9744994794135657
290	0.9744994794135657
291	0.9744994794135657
292	0.9744994794135657
293	0.9744994794135657
294	0.9744994794135657
295	0.9744994794135657
296	0.9744994794135657
297	0.9744994794135657
298	0.9744994794135657
299	0.9744994794135657
300	0.9744994794135657
301	0.9744994794135657
302	0.9744994794135657
303	0.9744994794135657
304	0.9744994794135657
305	0.9744994794135657
306	0.9744994794135657
307	0.9744994794135657
308	0.9744994794135657
309	0.9744994794135657
310	0.9744994794135657
311	0.9744994794135657
312	0.9744994794135657
313	0.9744994794135657
314	0.9744994794135657
315	0.9744994794135657
316	0.9744994794135657
317	0.9744994794135657
318	0.9744994794135657
319	0.9744994794135657
320	0.9744994794135657
322	1.1078518780603992
323	1.1078518780603992
324	1.1078518780603992
325	1.1078518780603992
326	1.1078518780603992
327	1.1078518780603992
328	1.1078518780603992
329	1.1078518780603992
330	1.1078518780603992
331	1.1078518780603992
332	1.1078518780603992
333	1.1078518780603992
334	1.1078518780603992
335	1.1078518780603992
336	1.1078518780603992
337	1.1078518780603992
338	1.1078518780603992
339	1.1078518780603992
340	1.1078518780603992
341	1.1078518780603992
342	1.1078518780603992
343	1.1078518780603992
344	1.1078518780603992
345	1.1078518780603992
346	1.1078518780603992
347	1.1078518780603992
348	1.1078518780603992
349	1.1078518780603992
350	1.1078518780603992
351	1.1078518780603992
352	1.1078518780603992
353	1.1078518780603992
354	1.1078518780603992
355	1.1078518780603992
356	1.1078518780603992
358	1.074277000840636
359	1.074277000840636
360	1.074277000840636
361	1.074277000840636
362	1.074277000840636
363	1.074277000840636
364	1.074277000840636
365	1.074277000840636
366	1.074277000840636
367	1.074277000840636
368	1.074277000840636
369	1.074277000840636
370	1.074277000840636
371	1.074277000840636
372	1.074277000840636
373	1.074277000840636
374	1.074277000840636
375	1.074277000840636
376	1.074277000840636
377	1.074277000840636
378	1.074277000840636
379	1.074277000840636
380	1.074277000840636
381	1.074277000840636
382	1.074277000840636
383	1.074277000840636
384	1.074277000840636
385	1.074277000840636
386	1.074277000840636
387	1.074277000840636
388	1.074277000840636
389	1.074277000840636
390	1.074277000840636
391	1.074277000840636
393	0.456304053317929
