4.2_YBP	4.2_nonoptimal	4.2_nonoptimalStd	4.2_optimal	4.2_optimalStd	4.2_normal	4.2_normalStd
84	3.52902326814777e-08	4.8859760539223925e-08	6.584397230889295e-09	1.7352275067518247e-08	4.9143196757110535e-09	1.616324368282581e-08
85	3.4011343149596414e-08	4.8549851076026326e-08	6.427625868249074e-09	1.717381831572167e-08	4.7973120643846e-09	1.5987229893049666e-08
86	3.456745327058243e-08	4.855565149972517e-08	6.584397230889295e-09	1.7352275067518247e-08	4.9143196757110535e-09	1.6163243682825805e-08
87	3.4722191745959447e-08	4.8603567688434254e-08	6.5444917931263295e-09	1.7307159026134674e-08	4.9996444965301495e-09	1.6151194495137565e-08
88	3.417908172248551e-08	4.6887576683601044e-08	6.834437632062306e-09	1.7630280677592688e-08	4.962032014202917e-09	1.622627714525179e-08
89	3.5528744979480496e-08	4.813678308049055e-08	6.2912452711984945e-09	1.6315251472865336e-08	4.7002754082816595e-09	1.5941878160090354e-08
90	3.5756493344733576e-08	4.8206430352576094e-08	5.423135519113663e-09	1.2230138072194559e-08	4.730405378847568e-09	1.5988435732224064e-08
91	3.537023076228347e-08	4.805044415455064e-08	6.21044866687162e-09	1.5398554293518725e-08	4.730405378847568e-09	1.5988435732224064e-08
92	3.4275222601748146e-08	4.72762960222568e-08	6.191864763437265e-09	1.558931090547097e-08	4.100815920333197e-09	1.3105112887838668e-08
93	3.4048234372597495e-08	4.720143081019162e-08	6.1508590365270845e-09	1.5545719255639347e-08	5.916628147842634e-09	2.4749585523678556e-08
94	3.3523956482817504e-08	4.597587001162276e-08	5.971927410907311e-09	1.5357783781896515e-08	5.146426961117593e-09	2.382798050653372e-08
95	3.367012052877455e-08	4.574440136374442e-08	6.131275025789035e-09	1.5428432372813534e-08	5.111887182855058e-09	2.375160339298958e-08
96	3.369631074339028e-08	4.5921860546427136e-08	6.214693733622899e-09	1.551633642149698e-08	5.18143666833608e-09	2.3905096809106655e-08
97	3.2889109321887385e-08	4.473335589281141e-08	6.30041364719011e-09	1.5605685087327455e-08	5.121919138858908e-09	2.40381262101908e-08
98	3.347456830687929e-08	5.087306450172398e-08	5.958923531519107e-09	1.546163291397204e-08	4.924348063128659e-09	2.3857779827637014e-08
99	3.2021882416143564e-08	4.932883538518924e-08	6.535375198817004e-09	1.734093774767396e-08	4.673254644664216e-09	2.3964712521709172e-08
100	3.3591056915648966e-08	5.0022292966558173e-08	6.686392347062476e-09	1.7489001550041437e-08	2.9909571596120055e-09	1.0585720523733312e-08
101	3.486734623730709e-08	5.201513204383877e-08	6.785450011463403e-09	1.759898747986522e-08	3.0352676360507025e-09	1.0657537034963282e-08
102	3.461096869144454e-08	5.190908890130167e-08	6.7355569966732294e-09	1.7543746252125888e-08	3.012949491667976e-09	1.0621448548687654e-08
103	3.39380825098208e-08	5.185062290269999e-08	6.618516452141863e-09	1.7677693842842463e-08	2.6774551559985518e-09	1.026870808276473e-08
104	3.565388031171485e-08	5.2379956429888116e-08	6.774390932022276e-09	1.7736635966509358e-08	2.697738907180359e-09	1.0304876589653842e-08
105	3.6335707898956806e-08	5.288768733507e-08	7.351217590510455e-09	1.9659968833264074e-08	2.2284636910124327e-09	8.533608160911495e-09
106	3.574994098876361e-08	5.311636774588962e-08	6.3086318495642956e-09	1.6718522086932512e-08	1.9051963253245915e-09	8.075870961888473e-09
107	3.423906791867663e-08	5.290297367908806e-08	6.467672988628943e-09	1.6897538269979856e-08	1.9532264847865562e-09	8.171295608671466e-09
108	3.3953742352687656e-08	5.277394991512154e-08	6.413775713723701e-09	1.683725317923656e-08	1.936949597413335e-09	8.139114335645038e-09
109	3.2236923490627335e-08	4.546711061323186e-08	6.634940393507277e-09	1.70821926024346e-08	2.0037409628413812e-09	8.270167241376515e-09
110	3.1961394230023686e-08	4.536954456218654e-08	6.578231501255079e-09	1.7019997652404604e-08	1.9866149717059848e-09	8.236814348225864e-09
111	3.2517244564458876e-08	4.5564449260426643e-08	6.692635527363862e-09	1.714504518070666e-08	2.0211647973008716e-09	8.303926461799554e-09
112	3.1716054086583425e-08	4.556434800507697e-08	6.751342856551264e-09	1.720856624748247e-08	2.0388943130666685e-09	8.338100275416734e-09
113	3.1716054086583425e-08	4.556434800507697e-08	6.751342856551264e-09	1.720856624748247e-08	2.0388943130666685e-09	8.338100275416734e-09
114	3.0440649474070164e-08	4.388597060661e-08	6.692635527363863e-09	1.714504518070666e-08	2.0211647973008716e-09	8.303926461799554e-09
115	3.002122746599065e-08	4.4344063970591265e-08	6.871902550418251e-09	1.7337658388689893e-08	2.0753031400857158e-09	8.407725932348675e-09
116	3.061971890119309e-08	4.480621589127914e-08	6.649615778488518e-09	1.7264587317936014e-08	1.853016368155984e-09	8.125822482117775e-09
117	2.91002456587938e-08	4.4084772297880895e-08	5.5217448040587e-09	1.4753067473862467e-08	1.0687240272758279e-09	4.667814106430558e-09
118	2.782345841396118e-08	4.3983292383485344e-08	5.687195441929151e-09	1.4800707386972387e-08	1.580984677213848e-09	7.149183700251567e-09
119	2.6690458010454782e-08	4.0995423011691453e-08	5.4879437631682814e-09	1.4648162877243496e-08	1.6253113504067595e-09	7.2437419054144975e-09
120	2.5318936701381522e-08	3.7768517255022755e-08	5.592476025323867e-09	1.4767230745882856e-08	1.6562696618430788e-09	7.308897610193154e-09
121	2.3358734047482e-08	3.408652420680747e-08	5.390075666429121e-09	1.485007334378951e-08	1.4064398413716645e-09	7.161805379102023e-09
122	2.1624566761517468e-08	3.146003157740038e-08	5.243533468759172e-09	1.4680564310601067e-08	1.7317940930772392e-09	7.923278617354748e-09
123	2.3187445495868795e-08	3.267967913627192e-08	5.2347817942921876e-09	1.4846586641304891e-08	1.818383797731101e-09	8.109242130720331e-09
124	2.342166211703919e-08	3.276069558270547e-08	5.287658378072917e-09	1.491200917705657e-08	1.8367513108394958e-09	8.148025028499806e-09
125	2.342166211703919e-08	3.276069558270547e-08	5.287658378072917e-09	1.491200917705657e-08	1.8367513108394958e-09	8.148025028499806e-09
126	2.3660658669253877e-08	3.284143760966132e-08	5.341614075808354e-09	1.497827989413982e-08	1.8554936711541847e-09	8.187367568150415e-09
127	2.3660658669253877e-08	3.284143760966132e-08	5.341614075808354e-09	1.497827989413982e-08	1.8554936711541847e-09	8.187367568150415e-09
128	2.342166211703919e-08	3.2760695582705473e-08	5.287658378072917e-09	1.491200917705657e-08	1.8367513108394958e-09	8.148025028499806e-09
129	2.31874454958688e-08	3.267967913627191e-08	5.684126371305266e-09	1.535271434032966e-08	1.818383797731101e-09	8.109242130720331e-09
130	2.2784329875537832e-08	3.258169278359877e-08	5.543375508948104e-09	1.5357589468033083e-08	1.5292967425993326e-09	7.569439522009624e-09
131	2.3021666645074682e-08	3.2667427250406985e-08	5.60111900383298e-09	1.5426890638504948e-08	1.545226917001409e-09	7.607143786992058e-09
132	2.2551836713542546e-08	3.2495808024396673e-08	5.486810452734349e-09	1.528918659317957e-08	1.5136916737972987e-09	7.532289070890059e-09
133	2.1277052283565577e-08	2.9193351545225954e-08	5.60111900383298e-09	1.5426890638504944e-08	1.545226917001409e-09	7.607143786992057e-09
134	2.0940372319063822e-08	2.9250360838868512e-08	5.601119003832982e-09	1.5426890638504948e-08	1.545226917001409e-09	7.607143786992058e-09
135	2.1385912155639646e-08	2.9398286344206745e-08	5.720291748595384e-09	1.5568264087118416e-08	1.5781040854482476e-09	7.684269684835135e-09
136	2.1385912155639646e-08	2.9398286344206745e-08	5.720291748595384e-09	1.5568264087118416e-08	1.5781040854482476e-09	7.684269684835135e-09
137	2.1385912155639646e-08	2.9398286344206745e-08	5.720291748595384e-09	1.5568264087118416e-08	1.5781040854482476e-09	7.684269684835135e-09
138	2.1385912155639646e-08	2.9398286344206745e-08	5.720291748595384e-09	1.5568264087118416e-08	1.5781040854482476e-09	7.684269684835135e-09
139	2.116079729084344e-08	2.9324484382732516e-08	5.660078151241751e-09	1.5497109029837415e-08	1.5614924634961607e-09	7.645415725179446e-09
140	2.2081128985696167e-08	3.117194947033853e-08	5.543375508948104e-09	1.5357589468033083e-08	1.5292967425993326e-09	7.569439522009624e-09
141	2.2185848783830937e-08	3.1508516380430415e-08	5.781800262021141e-09	1.5640375790997827e-08	1.5950729465820997e-09	7.72372052546352e-09
142	2.2673449856003047e-08	3.16788650656762e-08	5.9088727952523755e-09	1.578755183563693e-08	1.6301294948586294e-09	7.804474986632883e-09
143	2.2426999314089967e-08	3.1593820289158765e-08	5.844645917043113e-09	1.5713464673746433e-08	2.947419946547569e-09	1.4770101308166102e-08
144	2.3251884005376235e-08	3.1740085733220573e-08	6.4873069446255675e-09	1.6508293406929397e-08	2.9798091767294105e-09	1.4847784226269376e-08
145	2.329299956814309e-08	3.1932466722630344e-08	6.633089123156479e-09	1.6663759907870816e-08	3.0467711807008582e-09	1.5006890470440267e-08
146	2.3034188461830394e-08	3.184829869870473e-08	6.559388132899185e-09	1.6585505250018895e-08	3.0129181675819595e-09	1.4926702937990835e-08
147	2.3862111502635182e-08	3.228384214844968e-08	6.864475953034033e-09	1.690500185628185e-08	3.153053896306702e-09	1.5255415310118872e-08
148	2.3862111502635182e-08	3.228384214844968e-08	6.864475953034033e-09	1.690500185628185e-08	3.153053896306702e-09	1.5255415310118872e-08
149	2.4437780227829962e-08	3.3609678690137773e-08	6.633089123156479e-09	1.6663759907870816e-08	3.0467711807008582e-09	1.5006890470440267e-08
150	2.3437365857854806e-08	3.2434764857384255e-08	6.864475953034033e-09	1.690500185628185e-08	3.153053896306702e-09	1.5255415310118872e-08
151	2.291587550511624e-08	3.243842915644567e-08	6.5334785877072e-09	1.6758827760103848e-08	3.116811897498579e-09	1.5171210392895854e-08
152	2.274084136760191e-08	3.261405511882019e-08	5.4315446418543686e-09	1.1959416801554759e-08	3.267019699787667e-09	1.5516675294764092e-08
153	2.2712636255839058e-08	3.2559998864992224e-08	5.2420721543478215e-09	1.1791163727471418e-08	4.80091862417219e-09	2.1287320813028965e-08
154	2.208772046978933e-08	3.056151435663814e-08	5.0402619959614205e-09	1.099038240832998e-08	5.226316476946941e-09	2.2160309060632187e-08
155	2.154234465572046e-08	3.037586135464132e-08	4.9158110824808905e-09	1.0881996619505754e-08	5.097271625664301e-09	2.190003788956799e-08
156	2.0744699115275084e-08	3.0266261553520415e-08	4.855862166840881e-09	1.0828888861336437e-08	5.035109776570833e-09	2.17732801529994e-08
157	2.127847041437981e-08	3.196917128088439e-08	4.334390944960307e-09	1.0448252607818455e-08	6.220617675677809e-09	2.4660907742687956e-08
158	2.0817632718501514e-08	3.214685975386391e-08	4.444122361288416e-09	1.0556610179251517e-08	4.823407350375462e-09	2.1190054981719624e-08
159	2.0563230340707804e-08	3.134487915009599e-08	4.681142220557131e-09	1.0783138185384603e-08	5.080655742395488e-09	2.1717713719795755e-08
160	2.14469928272985e-08	3.206480170285051e-08	4.619548243970853e-09	1.0725234598530516e-08	5.013805008942916e-09	2.1582127446331023e-08
161	2.059643291697827e-08	3.1763652126831895e-08	4.619548243970853e-09	1.0725234598530516e-08	5.013805008942916e-09	2.1582127446331023e-08
162	2.082114502000406e-08	3.209676178659452e-08	4.744400899213309e-09	1.084192062434606e-08	5.1493132524278596e-09	2.1855876135826604e-08
163	2.0937733266187485e-08	3.2339257946683424e-08	4.69047572790782e-09	1.0926073811537285e-08	5.366889868727628e-09	2.22866607017892e-08
164	2.0937733266187485e-08	3.2339257946683424e-08	4.69047572790782e-09	1.0926073811537285e-08	5.366889868727628e-09	2.22866607017892e-08
165	2.036409673834674e-08	3.207579123270975e-08	4.561969543581579e-09	1.0802530734202648e-08	5.2198517901323496e-09	2.1996696872572808e-08
166	2.064693141526822e-08	3.220724122021431e-08	4.625330231686878e-09	1.0863809896459559e-08	3.3240668622670764e-09	1.510671510061331e-08
167	2.0457700757009297e-08	3.221767978933199e-08	4.625330231686878e-09	1.0863809896459559e-08	3.3240668622670764e-09	1.510671510061331e-08
168	2.057941343465567e-08	3.2766702559191275e-08	4.569698997926105e-09	1.0956621878157287e-08	3.4685915084526017e-09	1.541537679108297e-08
169	1.9999711647763957e-08	3.2480868395974525e-08	4.440975082491567e-09	1.082763137484188e-08	3.370884705397599e-09	1.520754052921752e-08
170	2.0032430074746163e-08	3.302565029471468e-08	3.411665547094018e-09	8.94461755950508e-09	2.9551661489710178e-09	1.4931164406887773e-08
171	2.0331421568399097e-08	3.3179717658589374e-08	3.4625859283939283e-09	9.001332636262434e-09	2.999273106418346e-09	1.503778040481941e-08
172	2.0331421568399097e-08	3.3179717658589374e-08	3.4625859283939283e-09	9.001332636262434e-09	2.999273106418346e-09	1.503778040481941e-08
173	2.003243007474617e-08	3.3025650294714673e-08	5.4957297617474296e-09	1.8888848766698482e-08	5.03923036362443e-09	2.239698290194888e-08
174	1.687242096329329e-08	2.9985409076562416e-08	5.216619891325768e-09	1.919280009486026e-08	3.604558854838212e-09	1.891209974327992e-08
175	1.7136052540844743e-08	3.014392106644732e-08	5.298129577127733e-09	1.933099602894256e-08	3.660880086945059e-09	1.9053868015999014e-08
176	1.687242096329329e-08	2.9985409076562416e-08	5.216619891325768e-09	1.9192800094860263e-08	3.604558854838212e-09	1.891209974327992e-08
177	1.7408053374826406e-08	3.030419249830654e-08	5.382226872002776e-09	1.947219358215677e-08	3.7189892946743457e-09	1.9198866514945824e-08
178	1.7136052540844747e-08	3.014392106644732e-08	6.737436425372746e-09	2.2112150594616727e-08	3.660880086945059e-09	1.905386801599901e-08
179	1.439451568704472e-08	2.676010779672261e-08	5.914975369232738e-09	2.1355585213213766e-08	3.660880086945059e-09	1.905386801599901e-08
180	1.775614854552566e-08	3.1979285417641254e-08	6.156030800840935e-09	2.2153340911139927e-08	3.971124162109895e-09	1.9813753005199368e-08
181	1.7531111772023778e-08	3.169691087853079e-08	6.548289362269572e-09	2.3493564066093066e-08	3.4472589415049006e-09	1.9835714470345906e-08
182	2.041480152073244e-08	3.754293692060901e-08	6.422360720687465e-09	2.32839415838208e-08	3.380965500322114e-09	1.9649764658776395e-08
183	2.0285828293273467e-08	3.851063293794066e-08	6.764737158919043e-09	2.437681474289537e-08	3.7406426812074454e-09	2.063598083717943e-08
184	1.775214368594183e-08	3.723533478002111e-08	6.911796662373804e-09	2.461972127121515e-08	3.409071541432346e-09	2.073485047422127e-08
185	1.9493460099697613e-08	3.822426174823492e-08	1.0394429489885366e-08	3.3223201066004176e-08	3.409071541432346e-09	2.073485047422127e-08
186	2.060015806370886e-08	3.9603670238969735e-08	8.010175950911782e-09	2.801597780146925e-08	3.595458168918065e-10	2.3022165346075197e-09
187	2.341681407609777e-08	4.3187778881018475e-08	7.823892789262671e-09	2.7714600832079516e-08	3.5118428626641567e-10	2.2759342966480765e-09
188	2.6497973822952742e-08	4.504396445609383e-08	8.853352366797233e-09	2.9326619338960764e-08	3.9739274498568087e-10	2.417245699011255e-09
189	2.5818538596723183e-08	4.4659558614177465e-08	8.62634333175115e-09	2.898199924424382e-08	3.872031874219455e-10	2.386880750538062e-09
190	2.554905732889767e-08	4.412988168143518e-08	8.41068474845737e-09	2.8649104864653258e-08	5.655142062826842e-10	2.6066775179902762e-09
191	2.4308042429360897e-08	4.349839106473094e-08	8.853352366797233e-09	2.9326619338960764e-08	5.952781118765097e-10	2.6710801622186636e-09
192	2.3092640307892855e-08	4.272670555963521e-08	8.41068474845737e-09	2.8649104864653258e-08	5.655142062826842e-10	2.6066775179902767e-09
193	2.005100630049441e-08	3.875976512876653e-08	8.62634333175115e-09	2.898199924424382e-08	5.800145705463428e-10	2.638291506377599e-09
194	2.2342549877693772e-08	4.028416700221483e-08	9.612211141094137e-09	3.043805043203992e-08	6.463019500373534e-10	2.7772712334250796e-09
