4.2_YBP	4.2_ns	4.2_nsStd	4.2_s	4.2_sStd	4.2_all	4.2_allStd
180	4.79615326070342e-08	1.1771145274033557e-07	2.4654354396448438e-08	9.980538058760717e-08	7.261588700348264e-08	1.5758697808628205e-07
181	4.640781025474724e-08	1.1106236817019002e-07	1.4689932652536469e-08	4.747440132461599e-08	6.10977429072837e-08	1.3090881456621708e-07
182	4.5515352365232865e-08	1.1017377869654867e-07	1.4407433947679995e-08	4.705896507248463e-08	5.992278631291286e-08	1.2991522023110191e-07
183	4.5218479388476976e-08	1.1151540364129233e-07	1.0801207947780183e-08	3.6358238655966584e-08	5.601968733625715e-08	1.2059519364825344e-07
184	4.6201489809965606e-08	1.1251937471826293e-07	1.1036016816210186e-08	3.6716039926053463e-08	5.723750662617579e-08	1.216127145039337e-07
185	4.6201489809965606e-08	1.1251937471826293e-07	3.203860740174855e-08	1.439944242349269e-07	7.824009721171415e-08	1.7954185306515743e-07
186	5.0601631696629e-08	1.1680636831512574e-07	3.5089903344772225e-08	1.5033971112643043e-07	8.569153504140121e-08	1.861901668653012e-07
187	4.942484956414926e-08	1.1569180596006891e-07	3.4273859080940316e-08	1.4867538179636662e-07	8.369870864508955e-08	1.8446509449811821e-07
188	5.592811924364258e-08	1.2158128601570943e-07	3.8783577381064035e-08	1.5760055764158248e-07	9.47116966247066e-08	1.9354998832664038e-07
189	5.4494064904062e-08	1.203375697149276e-07	3.778912667898547e-08	1.5568765219044548e-07	9.228319158304746e-08	1.9163808176578998e-07
190	5.313171328146044e-08	1.1912802564289094e-07	3.684439851201083e-08	1.5384240917097062e-07	8.997611179347127e-08	1.8977515009179463e-07
191	5.592811924364258e-08	1.2158128601570943e-07	3.8783577381064035e-08	1.5760055764158248e-07	9.47116966247066e-08	1.9354998832664038e-07
