4.2_YBP	4.2_nonoptimal	4.2_nonoptimalStd	4.2_optimal	4.2_optimalStd	4.2_normal	4.2_normalStd
96	3.3764327980684687e-08	1.0070600843623877e-07	1.8895187788690127e-09	2.2831142273044558e-08	7.978647218343645e-09	5.033197600919977e-08
97	3.265018214270056e-08	1.0004694635648692e-07	1.9155811068534127e-09	2.2986973282240957e-08	8.088697524803557e-09	5.0669120991240095e-08
98	3.2205961977493744e-08	9.943598853566941e-08	1.8895187788690127e-09	2.2831142273044558e-08	6.4361829090628175e-09	4.6965948692770706e-08
99	2.9759531634362184e-08	9.781106842183973e-08	1.9288837534287836e-09	2.3066094866633495e-08	6.570270053001626e-09	4.744337173457503e-08
100	3.197920883715931e-08	1.001548902822668e-07	2.0274398576185755e-09	2.3643808558931838e-08	6.905977281987111e-09	4.861649176139349e-08
101	3.245297489400611e-08	1.0081782762609232e-07	2.0574760036573693e-09	2.3817006649742327e-08	7.008288056535068e-09	4.896796912239709e-08
102	3.2214350078609004e-08	1.0048474756488618e-07	2.042347503630477e-09	2.3729933606187384e-08	6.956756526707605e-09	4.8791281537211175e-08
103	2.9696848983294822e-08	9.901683932249974e-08	2.0884154924341718e-09	2.3994067256577335e-08	7.113675846858904e-09	4.9327176896524333e-08
104	2.992182511195615e-08	9.935732501518706e-08	2.1042368219223095e-09	2.408409124210658e-08	7.1675673305472286e-09	4.950976892176856e-08
105	2.7550224283684004e-08	9.457855655062739e-08	2.1699942226073817e-09	2.445459293509044e-08	7.39155380962683e-09	5.02609405866836e-08
106	2.991097324555083e-08	1.0475652437371318e-07	2.276715249948728e-09	2.5043867749436e-08	7.755072849444543e-09	5.145464522026252e-08
107	3.0665031394598336e-08	1.0595970868387041e-07	2.3341114327205452e-09	2.5354940135644106e-08	7.950578887665833e-09	5.2084276474053325e-08
108	3.040948946631001e-08	1.0555410270761976e-07	2.3146605041145404e-09	2.524996508250309e-08	7.884324063601952e-09	5.187184012735079e-08
109	3.1458092551355185e-08	1.0720483671188754e-07	2.394476383566766e-09	2.5677898520279698e-08	8.156197307174432e-09	5.273758322343941e-08
110	3.118921996544617e-08	1.0678498594172813e-07	2.3740107734508106e-09	2.5568878537890955e-08	8.086486219078926e-09	5.251709256555174e-08
111	3.1731641182236535e-08	1.0762961919665249e-07	2.415297917336912e-09	2.5788324865374453e-08	8.227120762019428e-09	5.296087229617088e-08
112	3.200998891190528e-08	1.0805942920146486e-07	2.4364847411732005e-09	2.5900188069174177e-08	8.299288488002054e-09	5.318701943144242e-08
113	3.200998891190528e-08	1.0805942920146486e-07	2.4364847411732005e-09	2.5900188069174177e-08	8.299288488002054e-09	5.318701943144242e-08
114	2.5068750375789883e-08	8.280861450832499e-08	2.415297917336912e-09	2.5788324865374453e-08	8.227120762019428e-09	5.296087229617088e-08
115	2.5740234760855682e-08	8.380727448135095e-08	2.4799933972655792e-09	2.6128351742951124e-08	8.447490068144949e-09	5.36481355179551e-08
116	2.574023476085568e-08	8.380727448135095e-08	2.4799933972655792e-09	2.6128351742951124e-08	8.447490068144949e-09	5.36481355179551e-08
117	2.412173178446381e-08	8.169872707877978e-08	0.0	0.0	8.760360070668835e-09	5.460749690520057e-08
118	2.6889610952524005e-08	8.678998426944291e-08	3.2064561095959003e-09	3.347638459155007e-08	8.601080796656675e-09	5.4121445816600276e-08
119	2.7643525278295706e-08	8.787975959770242e-08	3.2963567481827013e-09	3.3938069892035716e-08	8.842232594693777e-09	5.485548051320491e-08
120	2.8170068616929908e-08	8.862912236182332e-08	3.359144495767134e-09	3.425668666578882e-08	9.010656072687945e-09	5.536174472513458e-08
121	2.9760394190524613e-08	9.863196204319439e-08	3.4579428632896965e-09	3.475189568100409e-08	7.475258836817432e-09	5.340538385078222e-08
122	2.891009721365248e-08	9.733907594880155e-08	3.359144495767134e-09	3.425668666578882e-08	7.261680012908363e-09	5.2651651381554414e-08
123	3.035560207433511e-08	9.952266737556568e-08	3.5271017205554904e-09	3.509421901349858e-08	0.0	0.0
124	3.0662224317510206e-08	9.997703584175497e-08	3.5627290106621114e-09	3.526921780156906e-08	0.0	0.0
125	3.0662224317510206e-08	9.997703584175497e-08	3.5627290106621114e-09	3.526921780156906e-08	0.0	0.0
126	3.0975104157484804e-08	1.0043759339087218e-07	3.599083388321929e-09	3.544686050838919e-08	0.0	0.0
127	3.0975104157484804e-08	1.0043759339087218e-07	3.599083388321929e-09	3.544686050838919e-08	0.0	0.0
128	3.066222431751021e-08	9.997703584175497e-08	3.5627290106621114e-09	3.526921780156906e-08	0.0	0.0
129	3.035560207433511e-08	9.952266737556567e-08	3.5271017205554904e-09	3.509421901349858e-08	0.0	0.0
130	2.7476438420362723e-08	9.482680163351166e-08	3.636187340778856e-09	3.562721437630339e-08	0.0	0.0
131	2.7762651320574835e-08	9.527772152921211e-08	3.6740642922453023e-09	3.5810349066121056e-08	0.0	0.0
132	2.7196066599746776e-08	9.438215386748427e-08	3.599083388321929e-09	3.544686050838919e-08	0.0	0.0
133	2.7762651320574835e-08	9.527772152921211e-08	3.6740642922453023e-09	3.5810349066121056e-08	0.0	0.0
134	2.7762651320574835e-08	9.527772152921211e-08	3.6740642922453023e-09	3.5810349066121056e-08	0.0	0.0
135	2.8353346029523234e-08	9.61989691733508e-08	3.7522358729313724e-09	3.618525233141969e-08	0.0	0.0
136	2.8353346029523234e-08	9.61989691733508e-08	3.7522358729313724e-09	3.618525233141969e-08	0.0	0.0
137	2.8353346029523234e-08	9.61989691733508e-08	3.7522358729313724e-09	3.618525233141969e-08	0.0	0.0
138	2.8353346029523234e-08	9.61989691733508e-08	3.7522358729313724e-09	3.618525233141969e-08	0.0	0.0
139	2.8054889755528252e-08	9.573506023222836e-08	3.7127386532163054e-09	3.5996336770095424e-08	0.0	0.0
140	3.8385000442699284e-08	1.407705618396623e-07	3.636187340778856e-09	3.562721437630339e-08	0.0	0.0
141	4.003596820367561e-08	1.4353595076977224e-07	3.792582495220957e-09	3.6377173370689366e-08	0.0	0.0
142	4.091587959276738e-08	1.449805867446074e-07	3.875935956654385e-09	3.677035706391455e-08	0.0	0.0
143	4.047114177110686e-08	1.442528965442536e-07	3.833806217995098e-09	3.657218041981564e-08	0.0	0.0
144	4.091587959276738e-08	1.449805867446074e-07	3.875935956654385e-09	3.677035706391455e-08	0.0	0.0
145	3.893218354500887e-08	1.446983471514094e-07	3.963035641073585e-09	3.717656965526698e-08	0.0	0.0
146	3.849960372784211e-08	1.4395008054962334e-07	3.919001911728323e-09	3.697179009173875e-08	0.0	0.0
147	3.398831449694775e-08	1.3662321643255575e-07	4.101281070413361e-09	3.7811943160529743e-08	0.0	0.0
148	3.398831449694775e-08	1.3662321643255575e-07	4.101281070413361e-09	3.7811943160529743e-08	0.0	0.0
149	4.116501582083325e-08	1.53696890517805e-07	3.963035641073585e-09	3.717656965526698e-08	0.0	0.0
150	4.260100474481581e-08	1.5615892049365812e-07	4.101281070413361e-09	3.7811943160529743e-08	0.0	0.0
151	4.2111338023611024e-08	1.5532525429099787e-07	4.054139908684472e-09	3.7596546840503584e-08	0.0	0.0
152	4.414080009703807e-08	1.587420807008651e-07	4.249520145247579e-09	3.8481041567490484e-08	0.0	0.0
153	4.260100474481581e-08	1.5615892049365812e-07	4.101281070413361e-09	3.7811943160529743e-08	0.0	0.0
154	4.637577731714126e-08	1.6239242763536662e-07	4.46468572222214e-09	3.9431036641974174e-08	0.0	0.0
155	4.5230696395730364e-08	1.6053644488798858e-07	4.354446568587025e-09	3.894735412700516e-08	0.0	0.0
156	4.467910253724585e-08	1.5963177246711112e-07	4.301343561653037e-09	3.871209205487733e-08	0.0	0.0
157	4.523069639573037e-08	1.605364448879886e-07	4.354446568587025e-09	3.894735412700516e-08	0.0	0.0
158	4.637577731714127e-08	1.6239242763536664e-07	4.46468572222214e-09	3.9431036641974174e-08	0.0	0.0
159	4.88491521073888e-08	1.6630378124024563e-07	4.702802294073987e-09	4.045503500021868e-08	0.0	0.0
160	4.820640010597579e-08	1.6529980401975147e-07	4.640923316520382e-09	4.01915748912218e-08	0.0	0.0
161	3.4283630156414645e-08	1.1721948289531578e-07	4.640923316520382e-09	4.01915748912218e-08	0.0	0.0
162	3.521021475523666e-08	1.1865556996401132e-07	4.766353676426338e-09	4.0723743662894624e-08	0.0	0.0
163	2.924634695498858e-08	1.0568082738506204e-07	4.967748902190831e-09	4.1563169283216045e-08	0.0	0.0
164	2.924634695498858e-08	1.0568082738506204e-07	4.967748902190831e-09	4.1563169283216045e-08	0.0	0.0
165	2.8445077175399853e-08	1.043323769238687e-07	4.831646192541768e-09	4.099787744448537e-08	0.0	0.0
166	2.8840147691724853e-08	1.0500016637670722e-07	4.898752389660403e-09	4.127762133698416e-08	0.0	0.0
167	2.8840147691724847e-08	1.0500016637670722e-07	4.898752389660403e-09	4.127762133698416e-08	0.0	0.0
168	3.009406715658245e-08	1.0708243902588164e-07	5.111741623993464e-09	4.21525012931828e-08	0.0	0.0
169	2.924634695498858e-08	1.0568082738506204e-07	4.967748902190831e-09	4.1563169283216045e-08	0.0	0.0
170	2.7096883803699443e-08	1.0495447336675636e-07	5.186914294934545e-09	4.245672330150732e-08	0.0	0.0
171	2.7501314905247196e-08	1.0568220600903357e-07	5.264330926202224e-09	4.2767626619179664e-08	0.0	0.0
172	2.7501314905247196e-08	1.0568220600903357e-07	5.264330926202224e-09	4.2767626619179664e-08	0.0	0.0
173	2.7096883803699443e-08	1.0495447336675636e-07	5.186914294934545e-09	4.245672330150732e-08	0.0	0.0
174	2.834750921002403e-08	1.0718392769365913e-07	5.426310339316139e-09	4.3410482714529106e-08	0.0	0.0
175	2.8790439041430654e-08	1.0795901246926444e-07	5.511096438367954e-09	4.3742971881646225e-08	0.0	0.0
176	2.834750921002403e-08	1.0718392769365912e-07	5.426310339316139e-09	4.3410482714529106e-08	0.0	0.0
177	2.9247430137326383e-08	1.0875102258517191e-07	5.598574159611889e-09	4.408321701602308e-08	0.0	0.0
178	2.8790439041430654e-08	1.0795901246926444e-07	5.511096438367954e-09	4.3742971881646225e-08	0.0	0.0
179	1.721713652085795e-08	6.012788674705625e-08	5.511096438367954e-09	4.3742971881646225e-08	0.0	0.0
180	1.8676215887032355e-08	6.240592406494433e-08	5.978138509416085e-09	4.552814648314038e-08	0.0	0.0
181	1.4689932652536469e-08	4.747440132461599e-08	0.0	0.0	0.0	0.0
182	1.4407433947679995e-08	4.705896507248463e-08	0.0	0.0	0.0	0.0
183	1.0801207947780183e-08	3.6358238655966584e-08	0.0	0.0	0.0	0.0
184	1.1036016816210186e-08	3.6716039926053463e-08	0.0	0.0	0.0	0.0
185	3.203860740174855e-08	1.439944242349269e-07	0.0	0.0	0.0	0.0
186	3.5089903344772225e-08	1.5033971112643043e-07	0.0	0.0	0.0	0.0
187	3.4273859080940316e-08	1.4867538179636662e-07	0.0	0.0	0.0	0.0
188	3.8783577381064035e-08	1.5760055764158248e-07	0.0	0.0	0.0	0.0
189	3.778912667898547e-08	1.5568765219044548e-07	0.0	0.0	0.0	0.0
190	3.684439851201083e-08	1.5384240917097062e-07	0.0	0.0	0.0	0.0
191	3.8783577381064035e-08	1.5760055764158248e-07	0.0	0.0	0.0	0.0
192	3.684439851201083e-08	1.5384240917097062e-07	0.0	0.0	0.0	0.0
193	3.778912667898547e-08	1.5568765219044548e-07	0.0	0.0	0.0	0.0
194	4.210788401372667e-08	1.63789261473014e-07	0.0	0.0	0.0	0.0
195	4.093822056890093e-08	1.6164657073802512e-07	0.0	0.0	0.0	0.0
196	4.093822056890093e-08	1.6164657073802512e-07	0.0	0.0	0.0	0.0
197	3.7261484703039736e-08	1.6244849124556995e-07	0.0	0.0	0.0	0.0
198	3.835741072371738e-08	1.6469255462882599e-07	0.0	0.0	0.0	0.0
199	3.431978854227344e-08	1.5622768047796957e-07	0.0	0.0	0.0	0.0
200	4.347173215354636e-08	1.7469342902786398e-07	0.0	0.0	0.0	0.0
201	4.347173215354636e-08	1.7469342902786398e-07	0.0	0.0	0.0	0.0
202	4.347173215354636e-08	1.7469342902786398e-07	0.0	0.0	0.0	0.0
203	4.2069418213109385e-08	1.7202425324559251e-07	0.0	0.0	0.0	0.0
204	4.2069418213109385e-08	1.7202425324559251e-07	0.0	0.0	0.0	0.0
205	3.8572842156539815e-08	1.7174198127935775e-07	0.0	0.0	0.0	0.0
206	4.428733729084201e-08	1.8333549476131185e-07	0.0	0.0	0.0	0.0
207	4.123303816733566e-08	1.7725625335020508e-07	0.0	0.0	0.0	0.0
208	8.832266919921899e-09	3.1048264988242504e-08	0.0	0.0	0.0	0.0
209	8.832266919921899e-09	3.1048264988242504e-08	0.0	0.0	0.0	0.0
210	8.832266919921899e-09	3.1048264988242504e-08	0.0	0.0	0.0	0.0
211	8.505145922887754e-09	3.0513496374717406e-08	0.0	0.0	0.0	0.0
212	8.832266919921899e-09	3.1048264988242504e-08	0.0	0.0	0.0	0.0
213	9.984301735563885e-09	3.2836427064592275e-08	0.0	0.0	0.0	0.0
214	9.568289163248724e-09	3.220691201730463e-08	0.0	0.0	0.0	0.0
215	9.984301735563885e-09	3.2836427064592275e-08	0.0	0.0	0.0	0.0
216	9.984301735563885e-09	3.2836427064592275e-08	0.0	0.0	0.0	0.0
217	1.043813363263497e-08	3.350379503519392e-08	0.0	0.0	0.0	0.0
218	1.0935187615141397e-08	3.4212884825054606e-08	0.0	0.0	0.0	0.0
219	1.2086259995682599e-08	3.5774601551986976e-08	0.0	0.0	0.0	0.0
220	1.2086259995682599e-08	3.5774601551986976e-08	0.0	0.0	0.0	0.0
221	1.2086259995682599e-08	3.5774601551986976e-08	0.0	0.0	0.0	0.0
222	1.2086259995682599e-08	3.5774601551986976e-08	0.0	0.0	0.0	0.0
223	1.2086259995682599e-08	3.5774601551986976e-08	0.0	0.0	0.0	0.0
224	1.2086259995682599e-08	3.5774601551986976e-08	0.0	0.0	0.0	0.0
225	1.3508172936351138e-08	3.7565702150886e-08	0.0	0.0	0.0	0.0
226	1.3508172936351138e-08	3.7565702150886e-08	0.0	0.0	0.0	0.0
227	1.3508172936351138e-08	3.7565702150886e-08	0.0	0.0	0.0	0.0
