4.2_YBP	4.2_ns	4.2_nsStd	4.2_s	4.2_sStd	4.2_all	4.2_allStd
98	8.69436388038952e-08	7.717911072729582e-08	5.1450540127043316e-08	4.4787441112253664e-08	1.3839417893093852e-07	1.1859487965122976e-07
99	8.393231520510414e-08	7.984811857399879e-08	5.025177339832639e-08	4.592795520932562e-08	1.3418408860343054e-07	1.2270436386191426e-07
100	8.515734274943824e-08	8.108397014892375e-08	5.1105314153709243e-08	4.606232574132061e-08	1.3626265690314748e-07	1.2427460957314022e-07
101	8.612815831421171e-08	8.147924829625832e-08	5.168016896682857e-08	4.62678194077986e-08	1.3780832728104027e-07	1.24900958178303e-07
102	8.556119567851692e-08	8.144598205462162e-08	5.1647308571968584e-08	4.607777752265137e-08	1.3720850425048553e-07	1.2467042157152654e-07
103	8.222363013490971e-08	7.916477329729732e-08	4.927388935590552e-08	4.2728377316034115e-08	1.3149751949081526e-07	1.1913035629166422e-07
104	8.026535953043005e-08	7.835114348181504e-08	4.879652547966292e-08	4.277404165394913e-08	1.2906188501009295e-07	1.1835741673325384e-07
105	7.995302766436137e-08	7.629158096843937e-08	4.922984382752745e-08	4.32252966945367e-08	1.291828714918888e-07	1.1683296181001819e-07
106	7.840484216535723e-08	7.342596727002003e-08	4.808253960696435e-08	4.1885339750895535e-08	1.264873817723216e-07	1.1249054359013447e-07
107	7.65482483276808e-08	7.226285790477933e-08	4.7597575614831214e-08	4.217197421702467e-08	1.2414582394251203e-07	1.1180207188078143e-07
108	7.636086329295974e-08	7.190578589860592e-08	4.7301751888262474e-08	4.208684172456162e-08	1.2366261518122222e-07	1.114450932745915e-07
109	7.823892721762435e-08	7.232284055717048e-08	4.8141013815217697e-08	4.2237144089143365e-08	1.2637994103284206e-07	1.120431162923641e-07
110	7.860587867606271e-08	7.199820608530246e-08	4.8289622196791055e-08	4.208928730398804e-08	1.2689550087285378e-07	1.1161930831142966e-07
111	7.999405739518422e-08	7.187602677783398e-08	4.904026855076403e-08	4.205777203581481e-08	1.2903432594594827e-07	1.1143551710065438e-07
112	8.019923458335827e-08	7.211668434097094e-08	4.913839520472152e-08	4.216768895535401e-08	1.293376297880798e-07	1.117724521986884e-07
113	7.907861258166958e-08	7.195740562930304e-08	4.811127642946954e-08	4.183423606597165e-08	1.2718988901113913e-07	1.1131275146086906e-07
114	7.706190625005205e-08	7.148625815806858e-08	4.6865181552849125e-08	4.152645196256122e-08	1.239270878029012e-07	1.1053940313358066e-07
115	7.801684180696955e-08	7.209822898036559e-08	4.715040253373333e-08	4.202727529080791e-08	1.251672443407029e-07	1.1164105198529117e-07
116	7.638561413636323e-08	7.188745075986085e-08	4.755177770417252e-08	4.224511042682068e-08	1.2393739184053575e-07	1.1115131473608041e-07
117	7.044195919395133e-08	6.064881149055822e-08	4.4605465984281945e-08	3.906159149208278e-08	1.1504742517823326e-07	9.678665995215103e-08
118	6.951634522830727e-08	5.983232950304485e-08	4.4967734738592465e-08	3.947129121490527e-08	1.1448407996689972e-07	9.643930539880437e-08
119	6.799965520009032e-08	6.015488399410601e-08	4.4874251821590763e-08	3.960163544058262e-08	1.1287390702168107e-07	9.700699571023654e-08
120	6.580397856014569e-08	5.63425468138458e-08	4.4131962054791e-08	3.775441981756805e-08	1.0993594061493669e-07	9.147802999483974e-08
121	6.389746063929587e-08	5.3499306676540706e-08	4.242478844990385e-08	3.611537742555887e-08	1.0632224908919972e-07	8.67905525768849e-08
122	6.340371457080606e-08	5.3249026741085e-08	4.1167175650315455e-08	3.374923262946676e-08	1.0457089022112153e-07	8.262406652886689e-08
123	6.352203356894076e-08	5.365039029200487e-08	4.097352943591112e-08	3.4024607011376896e-08	1.0449556300485186e-07	8.288276085419905e-08
124	6.34132403368024e-08	5.390969457722792e-08	4.116227449016081e-08	3.4143888008058455e-08	1.045755148269632e-07	8.329647190633433e-08
125	6.34132403368024e-08	5.390969457722792e-08	4.116227449016081e-08	3.4143888008058455e-08	1.045755148269632e-07	8.329647190633433e-08
126	6.406031421779019e-08	5.3800177307010565e-08	4.132454798896636e-08	3.4279645891441736e-08	1.0538486220675655e-07	8.333217841550688e-08
127	6.406031421779019e-08	5.3800177307010565e-08	4.132454798896636e-08	3.4279645891441736e-08	1.0538486220675655e-07	8.333217841550688e-08
128	6.356044005479317e-08	5.375602094095864e-08	4.0907128312310125e-08	3.435549337610023e-08	1.044675683671033e-07	8.340604260566086e-08
129	6.373224140495633e-08	5.3254502566021405e-08	4.0947664909279436e-08	3.411418884936213e-08	1.0467990631423576e-07	8.267342745046066e-08
130	6.251730239767007e-08	5.211752914483131e-08	4.0029280960128565e-08	3.3992935571720863e-08	1.0254658335779865e-07	8.137026845012045e-08
131	6.281769830310114e-08	5.230466442924305e-08	3.939377465316252e-08	3.359138446356261e-08	1.0221147295626364e-07	8.172635800393849e-08
132	6.19509678822948e-08	5.2126961108043286e-08	3.96637771945613e-08	3.333335900552957e-08	1.016147450768561e-07	8.099469262551881e-08
133	6.146224732574566e-08	5.192216839538912e-08	3.9301939114817825e-08	3.254014078030023e-08	1.0076418644056349e-07	7.994587043906093e-08
134	6.093837007563e-08	5.216682741313306e-08	3.923752797750852e-08	3.2518723422425134e-08	1.001758980531385e-07	8.00450706140356e-08
135	6.171988872354587e-08	5.2429072716072405e-08	3.971407862089924e-08	3.2604177191509165e-08	1.0143396734444513e-07	8.040930633391389e-08
136	6.171988872354587e-08	5.2429072716072405e-08	3.971407862089924e-08	3.2604177191509165e-08	1.0143396734444513e-07	8.040930633391389e-08
137	6.171988872354587e-08	5.2429072716072405e-08	3.971407862089924e-08	3.2604177191509165e-08	1.0143396734444513e-07	8.040930633391389e-08
138	6.171988872354587e-08	5.2429072716072405e-08	3.971407862089924e-08	3.2604177191509165e-08	1.0143396734444513e-07	8.040930633391389e-08
139	6.153262164054684e-08	5.2183994965956854e-08	3.941163967709672e-08	3.2564408047670886e-08	1.0094426131764358e-07	8.012577194532138e-08
140	6.27074253929243e-08	5.375832224003766e-08	3.939264965079521e-08	3.3098499105727804e-08	1.0210007504371954e-07	8.214132160012466e-08
141	6.299993921850015e-08	5.46722202619721e-08	3.9607923158424005e-08	3.35258282790901e-08	1.0260786237692416e-07	8.341249487964136e-08
142	6.378421315494783e-08	5.500955122963992e-08	3.9928115194485646e-08	3.3702290042707215e-08	1.0371232834943348e-07	8.394881470572926e-08
143	6.418914438618612e-08	5.484596682754918e-08	4.022627253968231e-08	3.3639083219758514e-08	1.0441541692586841e-07	8.376028671965105e-08
144	6.341970320964385e-08	5.462463239124686e-08	3.987270154868629e-08	3.339989118995999e-08	1.0329240475833011e-07	8.325593741490234e-08
145	6.217807698246194e-08	5.41627545545457e-08	3.970250979286782e-08	3.3276292989678484e-08	1.0188058677532973e-07	8.270306636031991e-08
146	6.212507490506128e-08	5.386333077100195e-08	4.015438241764666e-08	3.336436754115164e-08	1.0227945732270793e-07	8.232836167082638e-08
147	6.162989788428539e-08	5.387970355216756e-08	3.9341338913509976e-08	3.28395739249408e-08	1.0097123679779538e-07	8.167367854344901e-08
148	6.162989788428539e-08	5.387970355216756e-08	3.9341338913509976e-08	3.28395739249408e-08	1.0097123679779538e-07	8.167367854344901e-08
149	6.266797534478662e-08	5.3538833334511856e-08	3.9478366477657505e-08	3.235337769314922e-08	1.0214634182244412e-07	8.08834575493018e-08
150	6.324437355609514e-08	5.4372612613859304e-08	3.944176167119684e-08	3.2944507453754484e-08	1.0268613522729194e-07	8.23073123024269e-08
151	6.322655023393467e-08	5.4099205384482776e-08	3.9099218414870525e-08	3.2915914968074155e-08	1.0232576864880517e-07	8.205657446031089e-08
152	6.320697468995506e-08	5.392836120940853e-08	3.789379465518896e-08	3.225954752148778e-08	1.0110076934514402e-07	8.141628855018321e-08
153	6.222931508215879e-08	5.335707005785073e-08	3.8133653311415085e-08	3.2116652592476436e-08	1.0036296839357387e-07	8.030738822312609e-08
154	6.283588498233903e-08	5.350309132487252e-08	3.9662183677909e-08	3.267108129912169e-08	1.0249806866024801e-07	8.118876096035321e-08
155	6.194005644266489e-08	5.314933823998991e-08	3.880281101163212e-08	3.272305342004057e-08	1.0074286745429701e-07	8.093623879368612e-08
156	6.165051968908686e-08	5.315269364060883e-08	3.877561324351336e-08	3.277031859340267e-08	1.0042613293260022e-07	8.103491465738904e-08
157	6.184490588982874e-08	5.331254105916644e-08	3.9285378022049385e-08	3.419967955103733e-08	1.0113028391187812e-07	8.2163242927823e-08
158	6.078087592097812e-08	5.3756843518686716e-08	3.810291931337799e-08	3.500815101798306e-08	9.888379523435611e-08	8.321423912242523e-08
159	6.05791419670881e-08	5.3539497088210604e-08	3.951872189026395e-08	3.5219344362460026e-08	1.0009786385735205e-07	8.36085242870329e-08
160	6.168125638535704e-08	5.4035730311531037e-08	4.05814123670974e-08	3.6177057152719314e-08	1.0226266875245443e-07	8.514625709100337e-08
161	5.948946161334509e-08	5.235731504329288e-08	3.9073186843458774e-08	3.522115368775978e-08	9.856264845680388e-08	8.242193146133443e-08
162	5.95052109773578e-08	5.26299601564069e-08	3.8990910182192935e-08	3.55646573058899e-08	9.849612115955074e-08	8.285836079090621e-08
163	6.022074870196912e-08	5.320011134955374e-08	3.965681483647233e-08	3.5990369756051056e-08	9.987756353844145e-08	8.375248949283554e-08
164	6.022074870196912e-08	5.320011134955374e-08	3.965681483647233e-08	3.5990369756051056e-08	9.987756353844145e-08	8.375248949283554e-08
165	5.986844077214893e-08	5.276770212153179e-08	3.921911455689133e-08	3.5804801201878075e-08	9.908755532904027e-08	8.323524048312705e-08
166	6.065059994090553e-08	5.278057333469999e-08	3.913876307562764e-08	3.551729572595256e-08	9.978936301653317e-08	8.339455784216462e-08
167	5.992509127794472e-08	5.275703662926704e-08	3.968961810494068e-08	3.5671213685505763e-08	9.961470938288539e-08	8.32987302948981e-08
168	6.064521554585838e-08	5.3657373886578743e-08	3.8881010910844306e-08	3.5859142413466735e-08	9.952622645670267e-08	8.464490407427625e-08
169	5.998802999557113e-08	5.309156720065878e-08	3.916032627994566e-08	3.539180490898941e-08	9.914835627551679e-08	8.352375044402556e-08
170	5.6659080080727e-08	4.637569651062832e-08	3.825828484003507e-08	3.6047924567407064e-08	9.491736492076207e-08	7.957845690565954e-08
171	5.6972526728290275e-08	4.645507813818254e-08	3.9300562815394124e-08	3.5703441086521336e-08	9.62730895436844e-08	7.94363021913087e-08
172	5.6972526728290275e-08	4.645507813818254e-08	3.9300562815394124e-08	3.5703441086521336e-08	9.62730895436844e-08	7.94363021913087e-08
173	5.7277657969037924e-08	4.6179821764992545e-08	4.043705713647208e-08	3.6640525214674017e-08	9.771471510551e-08	7.972813292143792e-08
174	5.3372499367908595e-08	4.324946599416745e-08	3.6399471965257725e-08	3.379085310530458e-08	8.977197133316632e-08	7.393258420077242e-08
175	5.3094465800891534e-08	4.357601799201852e-08	3.6165549752480327e-08	3.402680411435798e-08	8.926001555337186e-08	7.446996683233961e-08
176	5.294751275353808e-08	4.3270191468452195e-08	3.551416379468853e-08	3.410757999446506e-08	8.846167654822662e-08	7.403481070303425e-08
177	5.394072060358312e-08	4.354960768954936e-08	3.5645065255863094e-08	3.4524945433215403e-08	8.958578585944621e-08	7.492037291858756e-08
178	5.390839886279889e-08	4.327312723546675e-08	3.646948846475993e-08	3.487358219945927e-08	9.037788732755882e-08	7.484386116991743e-08
179	5.241612040811765e-08	4.204803613647089e-08	3.59534700007075e-08	3.506241127762553e-08	8.836959040882516e-08	7.382797772316317e-08
180	5.479603471325571e-08	4.3606065018475944e-08	3.660585108246166e-08	3.572845546435421e-08	9.140188579571736e-08	7.570945739548497e-08
181	5.4884682237341076e-08	4.42009280775335e-08	3.593287704272404e-08	3.5479398462154726e-08	9.08175592800651e-08	7.577324429849608e-08
182	5.427080673290301e-08	4.39928342466057e-08	3.612505848446247e-08	3.5163388320923955e-08	9.039586521736547e-08	7.510152184875263e-08
183	5.223546270992152e-08	4.2325476768217196e-08	3.49258637364085e-08	3.5237756567280017e-08	8.716132644633002e-08	7.378165064153144e-08
184	4.699700784003571e-08	2.9540730725412456e-08	3.110183970284845e-08	2.87042711637433e-08	7.809884754288416e-08	5.3420097373092264e-08
185	5.261297124231095e-08	4.683379108575761e-08	3.915956339607701e-08	4.899119909363479e-08	9.177253463838795e-08	9.276108502455751e-08
186	5.321333655345267e-08	4.8207004786767186e-08	3.8714927298923644e-08	4.946446440414924e-08	9.192826385237631e-08	9.47716570172922e-08
187	5.231740847086924e-08	4.834850607951017e-08	4.06737268342745e-08	4.867959340425651e-08	9.299113530514375e-08	9.363719448146776e-08
188	5.622310677926229e-08	4.99984889635327e-08	4.4995589960002876e-08	5.006411950146942e-08	1.0121869673926515e-07	9.648864032621559e-08
189	5.590788649873348e-08	4.939155833022103e-08	4.496825472612174e-08	4.941839108195383e-08	1.0087614122485521e-07	9.526697941126364e-08
190	5.395602745916803e-08	4.9151598748748796e-08	4.541632159066283e-08	4.855617110362657e-08	9.937234904983086e-08	9.456966364032976e-08
191	5.373809286772426e-08	5.0285301613961095e-08	4.41949930147535e-08	4.9501333338080586e-08	9.793308588247777e-08	9.668730914647786e-08
192	5.353202918576117e-08	4.9113575766119787e-08	4.4804380820178467e-08	4.907562971051757e-08	9.833641000593965e-08	9.496652351467236e-08
193	5.277160467702196e-08	5.006944468608525e-08	4.243541326330714e-08	5.0011776639396663e-08	9.52070179403291e-08	9.69715369036529e-08
194	5.294638602847184e-08	5.1210885260906074e-08	4.4432125433516975e-08	5.2287846114279967e-08	9.73785114619888e-08	1.0119411045480536e-07
195	5.4354225346167245e-08	5.11769130533716e-08	4.463718585849576e-08	5.157078267203252e-08	9.899141120466301e-08	1.0023396257237562e-07
